Sub-Category,Product Name,Value Column Name,Value
"Phones","Samsung Galaxy S4 Mini","Profit","1104.4764999999998"
"Phones","Samsung Galaxy S4 Mini","Profit Margin %","0.18076923076923074"
"Phones","Samsung Galaxy S4 Mini","Count of Customer Name","5"
"Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","Sales","5327.26"
"Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","Sales Margin %","0.36486486486486486"
"Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","Profit","1043.855"
"Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","Profit Margin %","0.19594594594594594"
"Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","Count of Customer Name","6"
"Phones","GE 30524EE4","Sales","5291.73"
"Phones","GE 30524EE4","Sales Margin %","0.5555555555555555"
"Phones","GE 30524EE4","Profit","838.8371999999998"
"Phones","GE 30524EE4","Profit Margin %","0.1585185185185185"
"Phones","GE 30524EE4","Count of Customer Name","9"
"Phones","Panasonic KX-TG9471B","Sales","4978.146"
"Phones","Panasonic KX-TG9471B","Sales Margin %","0.17322834645669288"
"Phones","Panasonic KX-TG9471B","Profit","1168.1004"
"Phones","Panasonic KX-TG9471B","Profit Margin %","0.2346456692913386"
"Phones","Panasonic KX-TG9471B","Count of Customer Name","7"
"Phones","Apple iPhone 5S","Sales","4901.914"
"Phones","Apple iPhone 5S","Sales Margin %","0.25581395348837205"
"Phones","Apple iPhone 5S","Profit","512.991"
"Phones","Apple iPhone 5S","Profit Margin %","0.10465116279069768"
"Phones","Apple iPhone 5S","Count of Customer Name","4"
"Phones","Polycom CX600 IP Phone VoIP phone","Sales","4619.23"
"Phones","Polycom CX600 IP Phone VoIP phone","Sales Margin %","0.7792207792207793"
"Phones","Polycom CX600 IP Phone VoIP phone","Profit","896.8505000000001"
"Phones","Polycom CX600 IP Phone VoIP phone","Profit Margin %","0.1941558441558442"
"Phones","Polycom CX600 IP Phone VoIP phone","Count of Customer Name","4"
"Phones","Samsung Galaxy Note 2","Sales","4507.902"
"Phones","Samsung Galaxy Note 2","Sales Margin %","0.4285714285714286"
"Phones","Samsung Galaxy Note 2","Profit","-128.79719999999998"
"Phones","Samsung Galaxy Note 2","Profit Margin %","-0.028571428571428567"
"Phones","Samsung Galaxy Note 2","Count of Customer Name","2"
"Phones","Nortel Meridian M3904 Professional Digital phone","Sales","4434.912"
"Phones","Nortel Meridian M3904 Professional Digital phone","Sales Margin %","0.28472222222222227"
"Phones","Nortel Meridian M3904 Professional Digital phone","Profit","936.2591999999999"
"Phones","Nortel Meridian M3904 Professional Digital phone","Profit Margin %","0.21111111111111105"
"Phones","Nortel Meridian M3904 Professional Digital phone","Count of Customer Name","10"
"Phones","Motorola L703CM","Sales","4211.73"
"Phones","Motorola L703CM","Sales Margin %","0.3851851851851851"
"Phones","Motorola L703CM","Profit","467.97"
"Phones","Motorola L703CM","Profit Margin %","0.11111111111111113"
"Phones","Motorola L703CM","Count of Customer Name","6"
"Phones","Cisco SPA301","Sales","4180.532"
"Phones","Cisco SPA301","Sales Margin %","0.11940298507462689"
"Phones","Cisco SPA301","Profit","904.742"
"Phones","Cisco SPA301","Profit Margin %","0.21641791044776118"
"Phones","Cisco SPA301","Count of Customer Name","9"
"Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Sales","4044.386"
"Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Sales Margin %","0"
"Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Profit","733.2812"
"Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Profit Margin %","0.18130841121495328"
"Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Count of Customer Name","7"
"Phones","Samsung Galaxy S4 Active","Sales","3999.92"
"Phones","Samsung Galaxy S4 Active","Sales Margin %","0"
"Phones","Samsung Galaxy S4 Active","Profit","1039.9792"
"Phones","Samsung Galaxy S4 Active","Profit Margin %","0.26"
"Phones","Samsung Galaxy S4 Active","Count of Customer Name","2"
"Phones","Polycom SoundStation2 EX Conference phone","Sales","3968.51"
"Phones","Polycom SoundStation2 EX Conference phone","Sales Margin %","0"
"Phones","Polycom SoundStation2 EX Conference phone","Profit","518.3359999999999"
"Phones","Polycom SoundStation2 EX Conference phone","Profit Margin %","0.13061224489795914"
"Phones","Polycom SoundStation2 EX Conference phone","Count of Customer Name","4"
"Phones","Polycom SoundPoint IP 450 VoIP phone","Sales","3839.62"
"Phones","Polycom SoundPoint IP 450 VoIP phone","Sales Margin %","0.8705882352941177"
"Phones","Polycom SoundPoint IP 450 VoIP phone","Profit","162.61920000000003"
"Phones","Polycom SoundPoint IP 450 VoIP phone","Profit Margin %","0.0423529411764706"
"Phones","Polycom SoundPoint IP 450 VoIP phone","Count of Customer Name","6"
"Phones","Google Nexus 5","Sales","3815.788"
"Phones","Google Nexus 5","Sales Margin %","0.8018867924528301"
"Phones","Google Nexus 5","Profit","710.9605"
"Phones","Google Nexus 5","Profit Margin %","0.18632075471698115"
"Phones","Google Nexus 5","Count of Customer Name","5"
"Phones","Aastra 57i VoIP phone","Sales","3684.708"
"Phones","Aastra 57i VoIP phone","Sales Margin %","0.4649122807017544"
"Phones","Aastra 57i VoIP phone","Profit","575.3316000000001"
"Phones","Aastra 57i VoIP phone","Profit Margin %","0.156140350877193"
"Phones","Aastra 57i VoIP phone","Count of Customer Name","7"
"Phones","Polycom VoiceStation 500 Conference phone","Sales","3657.38"
"Phones","Polycom VoiceStation 500 Conference phone","Sales Margin %","0.7096774193548387"
"Phones","Polycom VoiceStation 500 Conference phone","Profit","339.1925000000001"
"Phones","Polycom VoiceStation 500 Conference phone","Profit Margin %","0.092741935483871"
"Phones","Polycom VoiceStation 500 Conference phone","Count of Customer Name","5"
"Phones","Toshiba IPT2010-SD IP Telephone","Sales","3613.74"
"Phones","Toshiba IPT2010-SD IP Telephone","Sales Margin %","0.4615384615384615"
"Phones","Toshiba IPT2010-SD IP Telephone","Profit","425.3094"
"Phones","Toshiba IPT2010-SD IP Telephone","Profit Margin %","0.1176923076923077"
"Phones","Toshiba IPT2010-SD IP Telephone","Count of Customer Name","8"
"Phones","Pyle PMP37LED","Sales","3590.026"
"Phones","Pyle PMP37LED","Sales Margin %","0.32620320855614976"
"Phones","Pyle PMP37LED","Profit","576.8998999999999"
"Phones","Pyle PMP37LED","Profit Margin %","0.16069518716577538"
"Phones","Pyle PMP37LED","Count of Customer Name","10"
"Phones","Geemarc AmpliPOWER60","Sales","3415.04"
"Phones","Geemarc AmpliPOWER60","Sales Margin %","0.3260869565217391"
"Phones","Geemarc AmpliPOWER60","Profit","384.1919999999998"
"Phones","Geemarc AmpliPOWER60","Profit Margin %","0.11249999999999993"
"Phones","Geemarc AmpliPOWER60","Count of Customer Name","11"
"Phones","Jabra SPEAK 410","Sales","3158.064"
"Phones","Jabra SPEAK 410","Sales Margin %","0.08928571428571423"
"Phones","Jabra SPEAK 410","Profit","654.1704000000001"
"Phones","Jabra SPEAK 410","Profit Margin %","0.20714285714285718"
"Phones","Jabra SPEAK 410","Count of Customer Name","9"
"Phones","BlackBerry Q10","Sales","3099.354"
"Phones","BlackBerry Q10","Sales Margin %","0.1626016260162602"
"Phones","BlackBerry Q10","Profit","548.0564999999999"
"Phones","BlackBerry Q10","Profit Margin %","0.17682926829268292"
"Phones","BlackBerry Q10","Count of Customer Name","6"
"Phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Sales","3059.796"
"Phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Sales Margin %","0.32352941176470584"
"Phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Profit","1147.4234999999999"
"Phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Profit Margin %","0.375"
"Phones","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Count of Customer Name","5"
"Phones","Digium D40 VoIP phone","Sales","3044.164"
"Phones","Digium D40 VoIP phone","Sales Margin %","0.288135593220339"
"Phones","Digium D40 VoIP phone","Profit","571.4257"
"Phones","Digium D40 VoIP phone","Profit Margin %","0.18771186440677964"
"Phones","Digium D40 VoIP phone","Count of Customer Name","9"
"Phones","Aastra 6757i CT Wireless VoIP phone","Sales","2929.984"
"Phones","Aastra 6757i CT Wireless VoIP phone","Sales Margin %","0.5882352941176471"
"Phones","Aastra 6757i CT Wireless VoIP phone","Profit","482.5856"
"Phones","Aastra 6757i CT Wireless VoIP phone","Profit Margin %","0.16470588235294117"
"Phones","Aastra 6757i CT Wireless VoIP phone","Count of Customer Name","6"
"Phones","ShoreTel ShorePhone IP 230 VoIP phone","Sales","2906.628"
"Phones","ShoreTel ShorePhone IP 230 VoIP phone","Sales Margin %","0"
"Phones","ShoreTel ShorePhone IP 230 VoIP phone","Profit","422.4749999999999"
"Phones","ShoreTel ShorePhone IP 230 VoIP phone","Profit Margin %","0.14534883720930228"
"Phones","ShoreTel ShorePhone IP 230 VoIP phone","Count of Customer Name","4"
"Phones","Bose SoundLink Bluetooth Speaker","Sales","2865.6"
"Phones","Bose SoundLink Bluetooth Speaker","Sales Margin %","0.12499999999999994"
"Phones","Bose SoundLink Bluetooth Speaker","Profit","967.1400000000001"
"Phones","Bose SoundLink Bluetooth Speaker","Profit Margin %","0.3375"
"Phones","Bose SoundLink Bluetooth Speaker","Count of Customer Name","5"
"Phones","VTech DS6151","Sales","2746.582"
"Phones","VTech DS6151","Sales Margin %","0.1834862385321101"
"Phones","VTech DS6151","Profit","478.76200000000006"
"Phones","VTech DS6151","Profit Margin %","0.17431192660550462"
"Phones","VTech DS6151","Count of Customer Name","8"
"Phones","Nortel Meridian M5316 Digital phone","Sales","2744.87"
"Phones","Nortel Meridian M5316 Digital phone","Sales Margin %","0.2830188679245283"
"Phones","Nortel Meridian M5316 Digital phone","Profit","253.77100000000002"
"Phones","Nortel Meridian M5316 Digital phone","Profit Margin %","0.09245283018867925"
"Phones","Nortel Meridian M5316 Digital phone","Count of Customer Name","4"
"Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Sales","2645.804"
"Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Sales Margin %","0.16326530612244908"
"Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Profit","83.69379999999998"
"Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Profit Margin %","0.03163265306122448"
"Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Count of Customer Name","6"
"Phones","Vtech CS6719","Sales","2630.126"
"Phones","Vtech CS6719","Sales Margin %","0.4233576642335767"
"Phones","Vtech CS6719","Profit","418.5164"
"Phones","Vtech CS6719","Profit Margin %","0.15912408759124086"
"Phones","Vtech CS6719","Count of Customer Name","7"
"Phones","Motorola Droid Maxx","Sales","2609.826"
"Phones","Motorola Droid Maxx","Sales Margin %","0"
"Phones","Motorola Droid Maxx","Profit","341.9772"
"Phones","Motorola Droid Maxx","Profit Margin %","0.13103448275862067"
"Phones","Motorola Droid Maxx","Count of Customer Name","4"
"Phones","Plantronics Calisto P620-M USB Wireless Speakerphone System","Sales","2508.672"
"Phones","Plantronics Calisto P620-M USB Wireless Speakerphone System","Sales Margin %","0.625"
"Phones","Plantronics Calisto P620-M USB Wireless Speakerphone System","Profit","505.6542"
"Phones","Plantronics Calisto P620-M USB Wireless Speakerphone System","Profit Margin %","0.2015625"
"Phones","Plantronics Calisto P620-M USB Wireless Speakerphone System","Count of Customer Name","4"
"Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Sales","2481.15"
"Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Sales Margin %","0.17647058823529416"
"Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Profit","540.0149999999998"
"Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Profit Margin %","0.2176470588235293"
"Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Count of Customer Name","5"
"Phones","Xiaomi Mi3","Sales","2279.96"
"Phones","Xiaomi Mi3","Sales Margin %","0"
"Phones","Xiaomi Mi3","Profit","592.7896"
"Phones","Xiaomi Mi3","Profit Margin %","0.25999999999999995"
"Phones","Xiaomi Mi3","Count of Customer Name","1"
"Phones","Cisco IP Phone 7961G-GE VoIP phone","Sales","2252.432"
"Phones","Cisco IP Phone 7961G-GE VoIP phone","Sales Margin %","0.11538461538461528"
"Phones","Cisco IP Phone 7961G-GE VoIP phone","Profit","-119.119"
"Phones","Cisco IP Phone 7961G-GE VoIP phone","Profit Margin %","-0.05288461538461539"
"Phones","Cisco IP Phone 7961G-GE VoIP phone","Count of Customer Name","4"
"Phones","Plantronics HL10 Handset Lifter","Sales","2227.008"
"Phones","Plantronics HL10 Handset Lifter","Sales Margin %","0"
"Phones","Plantronics HL10 Handset Lifter","Profit","250.5383999999999"
"Phones","Plantronics HL10 Handset Lifter","Profit Margin %","0.11249999999999998"
"Phones","Plantronics HL10 Handset Lifter","Count of Customer Name","3"
"Phones","Konftel 250 Conference phone - Charcoal black","Sales","2221.596"
"Phones","Konftel 250 Conference phone - Charcoal black","Sales Margin %","0.20512820512820512"
"Phones","Konftel 250 Conference phone - Charcoal black","Profit","324.69480000000004"
"Phones","Konftel 250 Conference phone - Charcoal black","Profit Margin %","0.14615384615384616"
"Phones","Konftel 250 Conference phone - Charcoal black","Count of Customer Name","4"
"Phones","Jabra Supreme Plus Driver Edition Headset","Sales","2159.82"
"Phones","Jabra Supreme Plus Driver Edition Headset","Sales Margin %","0.2111111111111112"
"Phones","Jabra Supreme Plus Driver Edition Headset","Profit","259.1784"
"Phones","Jabra Supreme Plus Driver Edition Headset","Profit Margin %","0.12"
"Phones","Jabra Supreme Plus Driver Edition Headset","Count of Customer Name","5"
"Phones","Samsung Galaxy Note 3","Sales","2155.902"
"Phones","Samsung Galaxy Note 3","Sales Margin %","0"
"Phones","Samsung Galaxy Note 3","Profit","153.9929999999999"
"Phones","Samsung Galaxy Note 3","Profit Margin %","0.07142857142857138"
"Phones","Samsung Galaxy Note 3","Count of Customer Name","3"
"Phones","Mitel 5320 IP Phone VoIP phone","Sales","2116.688"
"Phones","Mitel 5320 IP Phone VoIP phone","Sales Margin %","0.2857142857142857"
"Phones","Mitel 5320 IP Phone VoIP phone","Profit","211.66879999999998"
"Phones","Mitel 5320 IP Phone VoIP phone","Profit Margin %","0.09999999999999998"
"Phones","Mitel 5320 IP Phone VoIP phone","Count of Customer Name","4"
"Phones","Cisco SPA 502G IP Phone","Sales","2063.14"
"Phones","Cisco SPA 502G IP Phone","Sales Margin %","0.18604651162790695"
"Phones","Cisco SPA 502G IP Phone","Profit","299.875"
"Phones","Cisco SPA 502G IP Phone","Profit Margin %","0.14534883720930233"
"Phones","Cisco SPA 502G IP Phone","Count of Customer Name","5"
"Phones","HTC One Mini","Sales","2041.038"
"Phones","HTC One Mini","Sales Margin %","0"
"Phones","HTC One Mini","Profit","317.4948000000001"
"Phones","HTC One Mini","Profit Margin %","0.1555555555555556"
"Phones","HTC One Mini","Count of Customer Name","4"
"Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Sales","2027.304"
"Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Sales Margin %","0.5405405405405406"
"Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Profit","-339.71039999999994"
"Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Profit Margin %","-0.16756756756756752"
"Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Count of Customer Name","5"
"Phones","Jawbone JAMBOX Wireless Bluetooth Speaker","Sales","2022.272"
"Phones","Jawbone JAMBOX Wireless Bluetooth Speaker","Sales Margin %","0"
"Phones","Jawbone JAMBOX Wireless Bluetooth Speaker","Profit","872.1048000000001"
"Phones","Jawbone JAMBOX Wireless Bluetooth Speaker","Profit Margin %","0.43125"
"Phones","Jawbone JAMBOX Wireless Bluetooth Speaker","Count of Customer Name","3"
"Phones","Jabra SPEAK 410 Multidevice Speakerphone","Sales","2018.702"
"Phones","Jabra SPEAK 410 Multidevice Speakerphone","Sales Margin %","0.5918367346938775"
"Phones","Jabra SPEAK 410 Multidevice Speakerphone","Profit","10.299500000000009"
"Phones","Jabra SPEAK 410 Multidevice Speakerphone","Profit Margin %","0.005102040816326535"
"Phones","Jabra SPEAK 410 Multidevice Speakerphone","Count of Customer Name","3"
"Phones","Ooma Telo VoIP Home Phone System","Sales","2015.84"
"Phones","Ooma Telo VoIP Home Phone System","Sales Margin %","0.09999999999999992"
"Phones","Ooma Telo VoIP Home Phone System","Profit","314.975"
"Phones","Ooma Telo VoIP Home Phone System","Profit Margin %","0.15625000000000003"
"Phones","Ooma Telo VoIP Home Phone System","Count of Customer Name","5"
"Phones","Adtran 1202752G1","Sales","1990.642"
"Phones","Adtran 1202752G1","Sales Margin %","0.25316455696202533"
"Phones","Adtran 1202752G1","Profit","312.4552"
"Phones","Adtran 1202752G1","Profit Margin %","0.1569620253164557"
"Phones","Adtran 1202752G1","Count of Customer Name","5"
"Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Sales","1979.88"
"Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Sales Margin %","0.75"
"Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Profit","593.964"
"Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Profit Margin %","0.3"
"Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Count of Customer Name","4"
"Phones","AT&T 1080 Corded phone","Sales","1945.258"
"Phones","AT&T 1080 Corded phone","Sales Margin %","0.26760563380281693"
"Phones","AT&T 1080 Corded phone","Profit","145.2094"
"Phones","AT&T 1080 Corded phone","Profit Margin %","0.07464788732394366"
"Phones","AT&T 1080 Corded phone","Count of Customer Name","7"
"Phones","AT&T CL83451 4-Handset Telephone","Sales","1936.306"
"Phones","AT&T CL83451 4-Handset Telephone","Sales Margin %","0.2978723404255319"
"Phones","AT&T CL83451 4-Handset Telephone","Profit","473.777"
"Phones","AT&T CL83451 4-Handset Telephone","Profit Margin %","0.24468085106382978"
"Phones","AT&T CL83451 4-Handset Telephone","Count of Customer Name","4"
"Phones","Logitech Mobile Speakerphone P710e - speaker phone","Sales","1916.716"
"Phones","Logitech Mobile Speakerphone P710e - speaker phone","Sales Margin %","0.1126760563380281"
"Phones","Logitech Mobile Speakerphone P710e - speaker phone","Profit","241.61419999999998"
"Phones","Logitech Mobile Speakerphone P710e - speaker phone","Profit Margin %","0.126056338028169"
"Phones","Logitech Mobile Speakerphone P710e - speaker phone","Count of Customer Name","5"
"Phones","Polycom SoundPoint Pro SE-225 Corded phone","Sales","1903.84"
"Phones","Polycom SoundPoint Pro SE-225 Corded phone","Sales Margin %","0.15000000000000002"
"Phones","Polycom SoundPoint Pro SE-225 Corded phone","Profit","276.0568"
"Phones","Polycom SoundPoint Pro SE-225 Corded phone","Profit Margin %","0.14500000000000002"
"Phones","Polycom SoundPoint Pro SE-225 Corded phone","Count of Customer Name","4"
"Phones","Nortel Networks T7316 E Nt8 B27","Sales","1876.524"
"Phones","Nortel Networks T7316 E Nt8 B27","Sales Margin %","0.8695652173913043"
"Phones","Nortel Networks T7316 E Nt8 B27","Profit","397.7415"
"Phones","Nortel Networks T7316 E Nt8 B27","Profit Margin %","0.21195652173913043"
"Phones","Nortel Networks T7316 E Nt8 B27","Count of Customer Name","6"
"Phones","LG G3","Sales","1803.108"
"Phones","LG G3","Sales Margin %","0.3478260869565217"
"Phones","LG G3","Profit","411.579"
"Phones","LG G3","Profit Margin %","0.2282608695652174"
"Phones","LG G3","Count of Customer Name","4"
"Phones","GE 2-Jack Phone Line Splitter","Sales","1771.514"
"Phones","GE 2-Jack Phone Line Splitter","Sales Margin %","0"
"Phones","GE 2-Jack Phone Line Splitter","Profit","94.75540000000001"
"Phones","GE 2-Jack Phone Line Splitter","Profit Margin %","0.05348837209302326"
"Phones","GE 2-Jack Phone Line Splitter","Count of Customer Name","3"
"Phones","AT&T TR1909W","Sales","1738.662"
"Phones","AT&T TR1909W","Sales Margin %","0"
"Phones","AT&T TR1909W","Profit","340.173"
"Phones","AT&T TR1909W","Profit Margin %","0.1956521739130435"
"Phones","AT&T TR1909W","Count of Customer Name","4"
"Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Sales","1727.064"
"Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Sales Margin %","0.2352941176470589"
"Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Profit","129.5298"
"Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Profit Margin %","0.075"
"Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Count of Customer Name","4"
"Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Sales","1685.294"
"Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Sales Margin %","0.5283018867924528"
"Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Profit","273.4628"
"Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Profit Margin %","0.16226415094339622"
"Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Count of Customer Name","4"
"Phones","Polycom CX300 Desktop Phone USB VoIP phone","Sales","1679.888"
"Phones","Polycom CX300 Desktop Phone USB VoIP phone","Sales Margin %","0"
"Phones","Polycom CX300 Desktop Phone USB VoIP phone","Profit","59.995999999999995"
"Phones","Polycom CX300 Desktop Phone USB VoIP phone","Profit Margin %","0.03571428571428571"
"Phones","Polycom CX300 Desktop Phone USB VoIP phone","Count of Customer Name","5"
"Phones","Panasonic KX TS3282W Corded phone","Sales","1665.804"
"Phones","Panasonic KX TS3282W Corded phone","Sales Margin %","0.04081632653061236"
"Phones","Panasonic KX TS3282W Corded phone","Profit","178.47899999999976"
"Phones","Panasonic KX TS3282W Corded phone","Profit Margin %","0.107142857142857"
"Phones","Panasonic KX TS3282W Corded phone","Count of Customer Name","7"
"Phones","Motorola Moto X","Sales","1631.952"
"Phones","Motorola Moto X","Sales Margin %","0.8333333333333334"
"Phones","Motorola Moto X","Profit","142.79579999999999"
"Phones","Motorola Moto X","Profit Margin %","0.0875"
"Phones","Motorola Moto X","Count of Customer Name","2"
"Phones","AT&T 841000 Phone","Sales","1614.6"
"Phones","AT&T 841000 Phone","Sales Margin %","0.47008547008547"
"Phones","AT&T 841000 Phone","Profit","165.6"
"Phones","AT&T 841000 Phone","Profit Margin %","0.10256410256410256"
"Phones","AT&T 841000 Phone","Count of Customer Name","7"
"Phones","AT&T 1080 Phone","Sales","1589.084"
"Phones","AT&T 1080 Phone","Sales Margin %","0"
"Phones","AT&T 1080 Phone","Profit","271.2402"
"Phones","AT&T 1080 Phone","Profit Margin %","0.1706896551724138"
"Phones","AT&T 1080 Phone","Count of Customer Name","3"
"Phones","Mophie Juice Pack Helium for iPhone","Sales","1583.802"
"Phones","Mophie Juice Pack Helium for iPhone","Sales Margin %","0.2727272727272727"
"Phones","Mophie Juice Pack Helium for iPhone","Profit","201.57479999999998"
"Phones","Mophie Juice Pack Helium for iPhone","Profit Margin %","0.12727272727272726"
"Phones","Mophie Juice Pack Helium for iPhone","Count of Customer Name","6"
"Phones","Avaya 5420 Digital phone","Sales","1538.886"
"Phones","Avaya 5420 Digital phone","Sales Margin %","0.3859649122807018"
"Phones","Avaya 5420 Digital phone","Profit","323.97599999999994"
"Phones","Avaya 5420 Digital phone","Profit Margin %","0.21052631578947364"
"Phones","Avaya 5420 Digital phone","Count of Customer Name","3"
"Phones","LG G2","Sales","1499.97"
"Phones","LG G2","Sales Margin %","0"
"Phones","LG G2","Profit","-374.9925"
"Phones","LG G2","Profit Margin %","-0.25"
"Phones","LG G2","Count of Customer Name","1"
