GEO (Labels),Level ,Value Column Name,Value
"Anatoliki Makedonia, Thraki","Levels 0-2","Unemployment","222.29999999999998"
"Anatoliki Makedonia, Thraki","Levels 3 - 4","Unemployment","258.2"
"Anatoliki Makedonia, Thraki","Levels 5 - 8","Unemployment","173.3"
"Calabria","All Levels","Unemployment","220.29999999999998"
"Calabria","Levels 0-2","Unemployment","259.7"
"Calabria","Levels 3 - 4","Unemployment","215.8"
"Calabria","Levels 5 - 8","Unemployment","154.2"
"Voreio Aigaio","All Levels","Unemployment","206"
"Voreio Aigaio","Levels 0-2","Unemployment","236.49999999999997"
"Voreio Aigaio","Levels 3 - 4","Unemployment","206.4"
"Voreio Aigaio","Levels 5 - 8","Unemployment","171.2"
"Kriti","All Levels","Unemployment","206.20000000000005"
"Kriti","Levels 0-2","Unemployment","200.90000000000003"
"Kriti","Levels 3 - 4","Unemployment","229.89999999999998"
"Kriti","Levels 5 - 8","Unemployment","172.9"
"Este (ES)","All Levels","Unemployment","203.69999999999996"
"Este (ES)","Levels 0-2","Unemployment","276.49999999999994"
"Este (ES)","Levels 3 - 4","Unemployment","207.4"
"Este (ES)","Levels 5 - 8","Unemployment","122.3"
"Sicilia","All Levels","Unemployment","214.9"
"Sicilia","Levels 0-2","Unemployment","271.90000000000003"
"Sicilia","Levels 3 - 4","Unemployment","201.9"
"Sicilia","Levels 5 - 8","Unemployment","116.3"
"Campania","All Levels","Unemployment","211.50000000000003"
"Campania","Levels 0-2","Unemployment","271.29999999999995"
"Campania","Levels 3 - 4","Unemployment","199.99999999999997"
"Campania","Levels 5 - 8","Unemployment","113.39999999999999"
"Principado de Asturias","All Levels","Unemployment","193.00000000000003"
"Principado de Asturias","Levels 0-2","Unemployment","265.5"
"Principado de Asturias","Levels 3 - 4","Unemployment","194.89999999999995"
"Principado de Asturias","Levels 5 - 8","Unemployment","141.3"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","All Levels","Unemployment","176.3"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 0-2","Unemployment","315.7"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 3 - 4","Unemployment","206.60000000000002"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 5 - 8","Unemployment","93.2"
"Guyane","All Levels","Unemployment","229.10000000000002"
"Guyane","Levels 0-2","Unemployment","361.8"
"Guyane","Levels 3 - 4","Unemployment","196.4"
"Guyane","Levels 5 - 8","Unemployment",
"Martinique","All Levels","Unemployment","203.20000000000002"
"Martinique","Levels 0-2","Unemployment","273.30000000000007"
"Martinique","Levels 3 - 4","Unemployment","219.7"
"Martinique","Levels 5 - 8","Unemployment","88.69999999999999"
"Nisia Aigaiou, Kriti","All Levels","Unemployment","199.30000000000004"
"Nisia Aigaiou, Kriti","Levels 0-2","Unemployment","205.3"
"Nisia Aigaiou, Kriti","Levels 3 - 4","Unemployment","217.89999999999998"
"Nisia Aigaiou, Kriti","Levels 5 - 8","Unemployment","158.1"
"Isole","All Levels","Unemployment","203.69999999999996"
"Isole","Levels 0-2","Unemployment","253.50000000000003"
"Isole","Levels 3 - 4","Unemployment","192.49999999999997"
"Isole","Levels 5 - 8","Unemployment","111.99999999999999"
"Cataluña","All Levels","Unemployment","185.6"
"Cataluña","Levels 0-2","Unemployment","265"
"Cataluña","Levels 3 - 4","Unemployment","189.7"
"Cataluña","Levels 5 - 8","Unemployment","106.8"
"Noroeste (ES)","All Levels","Unemployment","184.9"
"Noroeste (ES)","Levels 0-2","Unemployment","242"
"Noroeste (ES)","Levels 3 - 4","Unemployment","184.8"
"Noroeste (ES)","Levels 5 - 8","Unemployment","133"
"Galicia","All Levels","Unemployment","186.3"
"Galicia","Levels 0-2","Unemployment","237.40000000000003"
"Galicia","Levels 3 - 4","Unemployment","185.2"
"Galicia","Levels 5 - 8","Unemployment","132.79999999999998"
"Comunidad de Madrid","All Levels","Unemployment","171.00000000000003"
"Comunidad de Madrid","Levels 0-2","Unemployment","262.1"
"Comunidad de Madrid","Levels 3 - 4","Unemployment","198.00000000000003"
"Comunidad de Madrid","Levels 5 - 8","Unemployment","105.4"
"Illes Balears","All Levels","Unemployment","190.5"
"Illes Balears","Levels 0-2","Unemployment","244.20000000000002"
"Illes Balears","Levels 3 - 4","Unemployment","191.70000000000002"
"Illes Balears","Levels 5 - 8","Unemployment","109.49999999999999"
"Peloponnisos","All Levels","Unemployment","184.20000000000002"
"Peloponnisos","Levels 0-2","Unemployment","162.89999999999998"
"Peloponnisos","Levels 3 - 4","Unemployment","208.89999999999998"
"Peloponnisos","Levels 5 - 8","Unemployment","172"
"Sud","All Levels","Unemployment","190.8"
"Sud","Levels 0-2","Unemployment","235.1"
"Sud","Levels 3 - 4","Unemployment","182.79999999999998"
"Sud","Levels 5 - 8","Unemployment","117.9"
"Stredné Slovensko","All Levels","Unemployment","134.7"
"Stredné Slovensko","Levels 0-2","Unemployment","389.9"
"Stredné Slovensko","Levels 3 - 4","Unemployment","130.3"
"Stredné Slovensko","Levels 5 - 8","Unemployment","65.7"
"Serbia","All Levels","Unemployment","187.4"
"Serbia","Levels 0-2","Unemployment","173.2"
"Serbia","Levels 3 - 4","Unemployment","206.49999999999997"
"Serbia","Levels 5 - 8","Unemployment","148.39999999999998"
"Castilla y León","All Levels","Unemployment","179.1"
"Castilla y León","Levels 0-2","Unemployment","241.5"
"Castilla y León","Levels 3 - 4","Unemployment","170.49999999999997"
"Castilla y León","Levels 5 - 8","Unemployment","120.89999999999999"
"Ionia Nisia","All Levels","Unemployment","182.2"
"Ionia Nisia","Levels 0-2","Unemployment","176.7"
"Ionia Nisia","Levels 3 - 4","Unemployment","212.6"
"Ionia Nisia","Levels 5 - 8","Unemployment","134.7"
"Puglia","All Levels","Unemployment","186.79999999999998"
"Puglia","Levels 0-2","Unemployment","222.9"
"Puglia","Levels 3 - 4","Unemployment","180.4"
"Puglia","Levels 5 - 8","Unemployment","114.49999999999999"
"Notio Aigaio","All Levels","Unemployment","182.50000000000003"
"Notio Aigaio","Levels 0-2","Unemployment","197.29999999999998"
"Notio Aigaio","Levels 3 - 4","Unemployment","203.00000000000003"
"Notio Aigaio","Levels 5 - 8","Unemployment","116.8"
"Slovakia","All Levels","Unemployment","117.7"
"Slovakia","Levels 0-2","Unemployment","405.1"
"Slovakia","Levels 3 - 4","Unemployment","112"
"Slovakia","Levels 5 - 8","Unemployment","57"
"Slovensko","All Levels","Unemployment","117.7"
"Slovensko","Levels 0-2","Unemployment","405.1"
"Slovensko","Levels 3 - 4","Unemployment","112"
"Slovensko","Levels 5 - 8","Unemployment","57"
"Crna Gora","All Levels","Unemployment","159.1"
"Crna Gora","Levels 0-2","Unemployment","260"
"Crna Gora","Levels 3 - 4","Unemployment","170.70000000000002"
"Crna Gora","Levels 5 - 8","Unemployment","98.5"
"Montenegro","All Levels","Unemployment","159.1"
"Montenegro","Levels 0-2","Unemployment","260"
"Montenegro","Levels 3 - 4","Unemployment","170.70000000000002"
"Montenegro","Levels 5 - 8","Unemployment","98.5"
"Güneydogu Anadolu","All Levels","Unemployment","173.39999999999995"
"Güneydogu Anadolu","Levels 0-2","Unemployment","175"
"Güneydogu Anadolu","Levels 3 - 4","Unemployment","180.2"
"Güneydogu Anadolu","Levels 5 - 8","Unemployment","153.99999999999997"
"Cantabria","All Levels","Unemployment","166.09999999999997"
"Cantabria","Levels 0-2","Unemployment","229.6"
"Cantabria","Levels 3 - 4","Unemployment","167.59999999999997"
"Cantabria","Levels 5 - 8","Unemployment","117.2"
"Mayotte","All Levels","Unemployment","217.3"
"Mayotte","Levels 0-2","Unemployment","282.2"
"Mayotte","Levels 3 - 4","Unemployment","180.20000000000002"
"Mayotte","Levels 5 - 8","Unemployment",
"Aragón","All Levels","Unemployment","167.49999999999997"
"Aragón","Levels 0-2","Unemployment","230.9"
"Aragón","Levels 3 - 4","Unemployment","176.3"
"Aragón","Levels 5 - 8","Unemployment","104.60000000000001"
"Van, Mus, Bitlis, Hakkari","All Levels","Unemployment","159.1"
"Van, Mus, Bitlis, Hakkari","Levels 0-2","Unemployment","151.6"
"Van, Mus, Bitlis, Hakkari","Levels 3 - 4","Unemployment","202.2"
"Van, Mus, Bitlis, Hakkari","Levels 5 - 8","Unemployment","157.1"
"Sanliurfa, Diyarbakir","All Levels","Unemployment","167.79999999999998"
"Sanliurfa, Diyarbakir","Levels 0-2","Unemployment","167.6"
"Sanliurfa, Diyarbakir","Levels 3 - 4","Unemployment","184.2"
"Sanliurfa, Diyarbakir","Levels 5 - 8","Unemployment","149"
"Sardegna","All Levels","Unemployment","174.5"
"Sardegna","Levels 0-2","Unemployment","210.69999999999996"
"Sardegna","Levels 3 - 4","Unemployment","166.70000000000002"
"Sardegna","Levels 5 - 8","Unemployment","101.19999999999999"
"La Rioja","All Levels","Unemployment","162.29999999999998"
"La Rioja","Levels 0-2","Unemployment","222.2"
"La Rioja","Levels 3 - 4","Unemployment","165.1"
"La Rioja","Levels 5 - 8","Unemployment","102.59999999999998"
"Severozapaden","All Levels","Unemployment","133.7"
"Severozapaden","Levels 0-2","Unemployment","385.5999999999999"
"Severozapaden","Levels 3 - 4","Unemployment","120.7"
"Severozapaden","Levels 5 - 8","Unemployment","9"
"Izmir","All Levels","Unemployment","158.9"
"Izmir","Levels 0-2","Unemployment","156.2"
"Izmir","Levels 3 - 4","Unemployment","183.2"
"Izmir","Levels 5 - 8","Unemployment","143.2"
"Noreste (ES)","All Levels","Unemployment","149.20000000000002"
"Noreste (ES)","Levels 0-2","Unemployment","221.49999999999997"
"Noreste (ES)","Levels 3 - 4","Unemployment","164.79999999999998"
"Noreste (ES)","Levels 5 - 8","Unemployment","94.89999999999999"
"Lietuva","All Levels","Unemployment","114.2"
"Lietuva","Levels 0-2","Unemployment","306.3"
"Lietuva","Levels 3 - 4","Unemployment","144.3"
"Lietuva","Levels 5 - 8","Unemployment","48.1"
"Lithuania","All Levels","Unemployment","114.2"
"Lithuania","Levels 0-2","Unemployment","306.3"
"Lithuania","Levels 3 - 4","Unemployment","144.3"
"Lithuania","Levels 5 - 8","Unemployment","48.1"
"Hatay, Kahramanmaras, Osmaniye","All Levels","Unemployment","147.49999999999997"
"Hatay, Kahramanmaras, Osmaniye","Levels 0-2","Unemployment","139.7"
"Hatay, Kahramanmaras, Osmaniye","Levels 3 - 4","Unemployment","166.29999999999998"
"Hatay, Kahramanmaras, Osmaniye","Levels 5 - 8","Unemployment","157"
"País Vasco","All Levels","Unemployment","139"
"País Vasco","Levels 0-2","Unemployment","219.3"
"País Vasco","Levels 3 - 4","Unemployment","158.70000000000002"
"País Vasco","Levels 5 - 8","Unemployment","91.50000000000001"
"Nord-Pas-de-Calais","All Levels","Unemployment","138.9"
"Nord-Pas-de-Calais","Levels 0-2","Unemployment","251.2"
"Nord-Pas-de-Calais","Levels 3 - 4","Unemployment","150.2"
"Nord-Pas-de-Calais","Levels 5 - 8","Unemployment","60.10000000000001"
"Comunidad Foral de Navarra","All Levels","Unemployment","139.6"
"Comunidad Foral de Navarra","Levels 0-2","Unemployment","207.50000000000003"
"Comunidad Foral de Navarra","Levels 3 - 4","Unemployment","156.5"
"Comunidad Foral de Navarra","Levels 5 - 8","Unemployment","86.89999999999999"
"Severoiztochen","All Levels","Unemployment","126.69999999999999"
"Severoiztochen","Levels 0-2","Unemployment","298"
"Severoiztochen","Levels 3 - 4","Unemployment","102.39999999999999"
"Severoiztochen","Levels 5 - 8","Unemployment","57.699999999999996"
"Latvia","All Levels","Unemployment","123.4"
"Latvia","Levels 0-2","Unemployment","247.6"
"Latvia","Levels 3 - 4","Unemployment","138.39999999999998"
"Latvia","Levels 5 - 8","Unemployment","61.099999999999994"
"Latvija","All Levels","Unemployment","123.4"
"Latvija","Levels 0-2","Unemployment","247.6"
"Latvija","Levels 3 - 4","Unemployment","138.39999999999998"
"Latvija","Levels 5 - 8","Unemployment","61.099999999999994"
"Kontinentalna Hrvatska (NUTS 2016)","All Levels","Unemployment","140.3"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 0-2","Unemployment","191.6"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 3 - 4","Unemployment","152.29999999999998"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 5 - 8","Unemployment","81.30000000000001"
"Croatia","All Levels","Unemployment","139.1"
"Croatia","Levels 0-2","Unemployment","186"
"Croatia","Levels 3 - 4","Unemployment","149.89999999999998"
"Croatia","Levels 5 - 8","Unemployment","89.89999999999999"
"Hrvatska","All Levels","Unemployment","139.1"
"Hrvatska","Levels 0-2","Unemployment","186"
"Hrvatska","Levels 3 - 4","Unemployment","149.89999999999998"
"Hrvatska","Levels 5 - 8","Unemployment","89.89999999999999"
"Languedoc-Roussillon","All Levels","Unemployment","134.3"
"Languedoc-Roussillon","Levels 0-2","Unemployment","213.5"
"Languedoc-Roussillon","Levels 3 - 4","Unemployment","138.8"
"Languedoc-Roussillon","Levels 5 - 8","Unemployment","76.2"
"Istanbul","All Levels","Unemployment","139.79999999999998"
"Istanbul","Levels 0-2","Unemployment","142.7"
"Istanbul","Levels 3 - 4","Unemployment","146.5"
"Istanbul","Levels 5 - 8","Unemployment","128.5"
"Prov. Hainaut","All Levels","Unemployment","128.8"
"Prov. Hainaut","Levels 0-2","Unemployment","238.19999999999996"
"Prov. Hainaut","Levels 3 - 4","Unemployment","136"
"Prov. Hainaut","Levels 5 - 8","Unemployment","51.900000000000006"
"Basilicata","All Levels","Unemployment","141"
"Basilicata","Levels 0-2","Unemployment","150.5"
"Basilicata","Levels 3 - 4","Unemployment","141.4"
"Basilicata","Levels 5 - 8","Unemployment","121.3"
"Jadranska Hrvatska","All Levels","Unemployment","136.60000000000002"
"Jadranska Hrvatska","Levels 0-2","Unemployment","166.1"
"Jadranska Hrvatska","Levels 3 - 4","Unemployment","144.70000000000002"
"Jadranska Hrvatska","Levels 5 - 8","Unemployment","106.4"
"Severna i yugoiztochna Bulgaria","All Levels","Unemployment","116.1"
"Severna i yugoiztochna Bulgaria","Levels 0-2","Unemployment","283.19999999999993"
"Severna i yugoiztochna Bulgaria","Levels 3 - 4","Unemployment","98.9"
"Severna i yugoiztochna Bulgaria","Levels 5 - 8","Unemployment","50.699999999999996"
"Hauts-de-France","All Levels","Unemployment","130.60000000000002"
"Hauts-de-France","Levels 0-2","Unemployment","222.3"
"Hauts-de-France","Levels 3 - 4","Unemployment","137"
"Hauts-de-France","Levels 5 - 8","Unemployment","58.800000000000004"
"Molise","All Levels","Unemployment","137.7"
"Molise","Levels 0-2","Unemployment","144.4"
"Molise","Levels 3 - 4","Unemployment","145.3"
"Molise","Levels 5 - 8","Unemployment","112.39999999999999"
"Severen tsentralen","All Levels","Unemployment","111.60000000000001"
"Severen tsentralen","Levels 0-2","Unemployment","284.1"
"Severen tsentralen","Levels 3 - 4","Unemployment","95.9"
"Severen tsentralen","Levels 5 - 8","Unemployment","45.9"
"Region Juzne i Istocne Srbije","All Levels","Unemployment","138.5"
"Region Juzne i Istocne Srbije","Levels 0-2","Unemployment","110.8"
"Region Juzne i Istocne Srbije","Levels 3 - 4","Unemployment","149.8"
"Region Juzne i Istocne Srbije","Levels 5 - 8","Unemployment","134.7"
"Akdeniz","All Levels","Unemployment","125.6"
"Akdeniz","Levels 0-2","Unemployment","112.9"
"Akdeniz","Levels 3 - 4","Unemployment","154.10000000000002"
"Akdeniz","Levels 5 - 8","Unemployment","134.9"
"Adana, Mersin","All Levels","Unemployment","122.7"
"Adana, Mersin","Levels 0-2","Unemployment","103.6"
"Adana, Mersin","Levels 3 - 4","Unemployment","159"
"Adana, Mersin","Levels 5 - 8","Unemployment","139.49999999999997"
"Ortadogu Anadolu","All Levels","Unemployment","125.19999999999999"
"Ortadogu Anadolu","Levels 0-2","Unemployment","117.1"
"Ortadogu Anadolu","Levels 3 - 4","Unemployment","150"
"Ortadogu Anadolu","Levels 5 - 8","Unemployment","132.2"
"Área Metropolitana de Lisboa","All Levels","Unemployment","133.7"
"Área Metropolitana de Lisboa","Levels 0-2","Unemployment","170.3"
"Área Metropolitana de Lisboa","Levels 3 - 4","Unemployment","135.2"
"Área Metropolitana de Lisboa","Levels 5 - 8","Unemployment","81.39999999999999"
"Norte","All Levels","Unemployment","131.5"
"Norte","Levels 0-2","Unemployment","133.4"
"Norte","Levels 3 - 4","Unemployment","151.09999999999997"
"Norte","Levels 5 - 8","Unemployment","104.10000000000001"
"Západné Slovensko","All Levels","Unemployment","93.30000000000001"
"Západné Slovensko","Levels 0-2","Unemployment","282.29999999999995"
"Západné Slovensko","Levels 3 - 4","Unemployment","91.6"
"Západné Slovensko","Levels 5 - 8","Unemployment","48.9"
"Gaziantep, Adiyaman, Kilis","All Levels","Unemployment","127.9"
"Gaziantep, Adiyaman, Kilis","Levels 0-2","Unemployment","127"
"Gaziantep, Adiyaman, Kilis","Levels 3 - 4","Unemployment","129.7"
"Gaziantep, Adiyaman, Kilis","Levels 5 - 8","Unemployment","124.89999999999999"
"Észak-Alföld","All Levels","Unemployment","116.7"
"Észak-Alföld","Levels 0-2","Unemployment","245.1"
"Észak-Alföld","Levels 3 - 4","Unemployment","104.30000000000001"
"Észak-Alföld","Levels 5 - 8","Unemployment","40.4"
"Lorraine","All Levels","Unemployment","116.7"
"Lorraine","Levels 0-2","Unemployment","204.4"
"Lorraine","Levels 3 - 4","Unemployment","116.4"
"Lorraine","Levels 5 - 8","Unemployment","65"
"Kayseri, Sivas, Yozgat","All Levels","Unemployment","117.60000000000001"
"Kayseri, Sivas, Yozgat","Levels 0-2","Unemployment","103.3"
"Kayseri, Sivas, Yozgat","Levels 3 - 4","Unemployment","145.49999999999997"
"Kayseri, Sivas, Yozgat","Levels 5 - 8","Unemployment","135.1"
"Éire/Ireland","All Levels","Unemployment","112.8"
"Éire/Ireland","Levels 0-2","Unemployment","183.70000000000002"
"Éire/Ireland","Levels 3 - 4","Unemployment","137.6"
"Éire/Ireland","Levels 5 - 8","Unemployment","64.3"
"Ireland","All Levels","Unemployment","112.8"
"Ireland","Levels 0-2","Unemployment","183.70000000000002"
"Ireland","Levels 3 - 4","Unemployment","137.6"
"Ireland","Levels 5 - 8","Unemployment","64.3"
"Berlin","All Levels","Unemployment","97.1"
"Berlin","Levels 0-2","Unemployment","262.3"
"Berlin","Levels 3 - 4","Unemployment","92.69999999999997"
"Berlin","Levels 5 - 8","Unemployment","46.2"
"Wien","All Levels","Unemployment","107.10000000000001"
"Wien","Levels 0-2","Unemployment","218.79999999999998"
"Wien","Levels 3 - 4","Unemployment","110.4"
"Wien","Levels 5 - 8","Unemployment","60.1"
"Moravskoslezsko","All Levels","Unemployment","78.30000000000001"
"Moravskoslezsko","Levels 0-2","Unemployment","314.8"
"Moravskoslezsko","Levels 3 - 4","Unemployment","70.9"
"Moravskoslezsko","Levels 5 - 8","Unemployment","32.1"
"Cyprus","All Levels","Unemployment","120.3"
"Cyprus","Levels 0-2","Unemployment","139.70000000000002"
"Cyprus","Levels 3 - 4","Unemployment","131"
"Cyprus","Levels 5 - 8","Unemployment","102.80000000000001"
"Kypros","All Levels","Unemployment","120.3"
"Kypros","Levels 0-2","Unemployment","139.70000000000002"
"Kypros","Levels 3 - 4","Unemployment","131"
"Kypros","Levels 5 - 8","Unemployment","102.80000000000001"
"Srbija - jug","All Levels","Unemployment","129.5"
"Srbija - jug","Levels 0-2","Unemployment","90.9"
"Srbija - jug","Levels 3 - 4","Unemployment","144.7"
"Srbija - jug","Levels 5 - 8","Unemployment","128.1"
"Prov. Liège","All Levels","Unemployment","112.9"
"Prov. Liège","Levels 0-2","Unemployment","204.4"
"Prov. Liège","Levels 3 - 4","Unemployment","115.69999999999999"
"Prov. Liège","Levels 5 - 8","Unemployment","57.20000000000001"
"Sydsverige","All Levels","Unemployment","101.6"
"Sydsverige","Levels 0-2","Unemployment","237.89999999999995"
"Sydsverige","Levels 3 - 4","Unemployment","89.30000000000001"
"Sydsverige","Levels 5 - 8","Unemployment","59.800000000000004"
"Région wallonne","All Levels","Unemployment","109.3"
"Région wallonne","Levels 0-2","Unemployment","206.09999999999997"
"Région wallonne","Levels 3 - 4","Unemployment","117.39999999999999"
"Région wallonne","Levels 5 - 8","Unemployment","52.400000000000006"
"Ankara","All Levels","Unemployment","120.89999999999999"
"Ankara","Levels 0-2","Unemployment","129.3"
"Ankara","Levels 3 - 4","Unemployment","128.4"
"Ankara","Levels 5 - 8","Unemployment","106.10000000000001"
"Orta Anadolu","All Levels","Unemployment","112.90000000000002"
"Orta Anadolu","Levels 0-2","Unemployment","98.8"
"Orta Anadolu","Levels 3 - 4","Unemployment","140.9"
"Orta Anadolu","Levels 5 - 8","Unemployment","130"
"Beogradski region","All Levels","Unemployment","109.60000000000001"
