Product Name,Product ID,Value Column Name,Value
"Staples","OFF-FA-10003112","Quantity","2"
"Staples","OFF-FA-10003112","Discount","0"
"Staples","OFF-FA-10003112","Unit Price","6.312"
"Staples","OFF-FA-10003112","Total Discount","0"
"Staples","OFF-FA-10003112","Gross Sales","12.624"
"Staples","OFF-FA-10003112","Sales","12.624"
"Staples","OFF-FA-10003112","Cost","8.479"
"Staples","OFF-FA-10003112","Profit / (Loss)","4.145000000000001"
"Staples","OFF-FA-10003112","% Profit / (Loss)","0.3283428390367553"
"Flat Face Poster Frame","FUR-FU-10004973","Quantity","14"
"Flat Face Poster Frame","FUR-FU-10004973","Discount","3"
"Flat Face Poster Frame","FUR-FU-10004973","Unit Price","10.536"
"Flat Face Poster Frame","FUR-FU-10004973","Total Discount","42"
"Flat Face Poster Frame","FUR-FU-10004973","Gross Sales","147.50400000000002"
"Flat Face Poster Frame","FUR-FU-10004973","Sales","105.504"
"Flat Face Poster Frame","FUR-FU-10004973","Cost","151.1808"
"Flat Face Poster Frame","FUR-FU-10004973","Profit / (Loss)","-45.6768"
"Flat Face Poster Frame","FUR-FU-10004973","% Profit / (Loss)","-0.4329390354868062"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Quantity","14"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Discount","0"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Unit Price","18.186"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Total Discount","0"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Gross Sales","254.604"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Sales","254.604"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Cost","272.49"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","Profit / (Loss)","-17.885999999999996"
"Global Stack Chair without Arms, Black","FUR-CH-10002304","% Profit / (Loss)","-0.07025027100909648"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Quantity","14"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Discount","0"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Unit Price","58.392"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Total Discount","0"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Gross Sales","817.488"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Sales","817.488"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Cost","663.809"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","Profit / (Loss)","153.6790000000001"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","TEC-AC-10004659","% Profit / (Loss)","0.187989303818527"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Quantity","14"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Discount","2"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Unit Price","2.36"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Total Discount","28"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Gross Sales","33.04"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Sales","5.04"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Cost","11.504"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","Profit / (Loss)","-6.4639999999999995"
"Wilson Jones Easy Flow II Sheet Lifters","OFF-BI-10002012","% Profit / (Loss)","-1.2825396825396826"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Quantity","13"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Discount","0"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Unit Price","2.632"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Total Discount","0"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Gross Sales","34.216"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Sales","34.216"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Cost","22.7235"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","Profit / (Loss)","11.4925"
"Acco Hot Clips Clips to Go","OFF-FA-10000936","% Profit / (Loss)","0.3358808744447042"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Quantity","13"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Discount","3"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Unit Price","4.276"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Total Discount","39"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Gross Sales","55.588"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Sales","16.588"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Cost","42.387600000000006"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","Profit / (Loss)","-25.799599999999998"
"Avery Heavy-Duty EZD View Binder with Locking Rings","OFF-BI-10001249","% Profit / (Loss)","-1.555317096696407"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Quantity","13"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Discount","2"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Unit Price","5.0440000000000005"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Total Discount","26"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Gross Sales","65.572"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Sales","39.572"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Cost","99.3086"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","Profit / (Loss)","-59.736599999999996"
"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black","OFF-BI-10000309","% Profit / (Loss)","-1.5095673708682906"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Quantity","13"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Discount","1"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Unit Price","2.036"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Total Discount","13"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Gross Sales","26.468"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Sales","13.468"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Cost","35.5636"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","Profit / (Loss)","-22.0956"
"SlimView Poly Binder, 3/8","OFF-BI-10002799","% Profit / (Loss)","-1.6405999405999407"
"Xerox 1951","OFF-PA-10002581","Quantity","13"
"Xerox 1951","OFF-PA-10002581","Discount","0"
"Xerox 1951","OFF-PA-10002581","Unit Price","24.784"
"Xerox 1951","OFF-PA-10002581","Total Discount","0"
"Xerox 1951","OFF-PA-10002581","Gross Sales","322.192"
"Xerox 1951","OFF-PA-10002581","Sales","322.192"
"Xerox 1951","OFF-PA-10002581","Cost","221.307"
"Xerox 1951","OFF-PA-10002581","Profit / (Loss)","100.88500000000002"
"Xerox 1951","OFF-PA-10002581","% Profit / (Loss)","0.31312074787704225"
"Avery Durable Binders","OFF-BI-10000546","Quantity","12"
"Avery Durable Binders","OFF-BI-10000546","Discount","3"
"Avery Durable Binders","OFF-BI-10000546","Unit Price","3.576"
"Avery Durable Binders","OFF-BI-10000546","Total Discount","36"
"Avery Durable Binders","OFF-BI-10000546","Gross Sales","42.912"
"Avery Durable Binders","OFF-BI-10000546","Sales","6.912"
"Avery Durable Binders","OFF-BI-10000546","Cost","15.2256"
"Avery Durable Binders","OFF-BI-10000546","Profit / (Loss)","-8.313600000000001"
"Avery Durable Binders","OFF-BI-10000546","% Profit / (Loss)","-1.2027777777777777"
"Easy-staple paper","OFF-PA-10001685","Quantity","9"
"Easy-staple paper","OFF-PA-10001685","Discount","0"
"Easy-staple paper","OFF-PA-10001685","Unit Price","8.112"
"Easy-staple paper","OFF-PA-10001685","Total Discount","0"
"Easy-staple paper","OFF-PA-10001685","Gross Sales","73.008"
"Easy-staple paper","OFF-PA-10001685","Sales","73.008"
"Easy-staple paper","OFF-PA-10001685","Cost","46.3426"
"Easy-staple paper","OFF-PA-10001685","Profit / (Loss)","26.665399999999998"
"Easy-staple paper","OFF-PA-10001685","% Profit / (Loss)","0.36523942581634894"
"Easy-staple paper","OFF-PA-10003127","Quantity","3"
"Easy-staple paper","OFF-PA-10003127","Discount","0"
"Easy-staple paper","OFF-PA-10003127","Unit Price","21.104"
"Easy-staple paper","OFF-PA-10003127","Total Discount","0"
"Easy-staple paper","OFF-PA-10003127","Gross Sales","63.312"
"Easy-staple paper","OFF-PA-10003127","Sales","63.312"
"Easy-staple paper","OFF-PA-10003127","Cost","42.5356"
"Easy-staple paper","OFF-PA-10003127","Profit / (Loss)","20.776399999999995"
"Easy-staple paper","OFF-PA-10003127","% Profit / (Loss)","0.32815895880717716"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Quantity","12"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Discount","2"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Unit Price","3.3480000000000003"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Total Discount","24"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Gross Sales","40.176"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Sales","16.176"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Cost","26.2992"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","Profit / (Loss)","-10.1232"
"Eldon 100 Class Desk Accessories","FUR-FU-10002505","% Profit / (Loss)","-0.6258160237388725"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Quantity","12"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Discount","0"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Unit Price","67.992"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Total Discount","0"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Gross Sales","815.904"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Sales","815.904"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Cost","652.3232"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","Profit / (Loss)","163.58079999999995"
"Logitech Gaming G510s - Keyboard","TEC-AC-10000844","% Profit / (Loss)","0.20049025375534377"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Quantity","11"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Discount","0"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Unit Price","13.984000000000002"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Total Discount","0"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Gross Sales","153.824"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Sales","153.824"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Cost","115.168"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","Profit / (Loss)","38.656000000000006"
"Maxell Pro 80 Minute CD-R, 10/Pack","TEC-AC-10004859","% Profit / (Loss)","0.2513001872269607"
"Avery File Folder Labels","OFF-LA-10001613","Quantity","10"
"Avery File Folder Labels","OFF-LA-10001613","Discount","0"
"Avery File Folder Labels","OFF-LA-10001613","Unit Price","2.304"
"Avery File Folder Labels","OFF-LA-10001613","Total Discount","0"
"Avery File Folder Labels","OFF-LA-10001613","Gross Sales","23.04"
"Avery File Folder Labels","OFF-LA-10001613","Sales","23.04"
"Avery File Folder Labels","OFF-LA-10001613","Cost","14.288"
"Avery File Folder Labels","OFF-LA-10001613","Profit / (Loss)","8.751999999999999"
"Avery File Folder Labels","OFF-LA-10001613","% Profit / (Loss)","0.37986111111111115"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Quantity","10"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Discount","0"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Unit Price","86.09299999999999"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Total Discount","0"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Gross Sales","860.93"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Sales","860.93"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Cost","1094.011"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","Profit / (Loss)","-233.08100000000002"
"Global High-Back Leather Tilter, Burgundy","FUR-CH-10002880","% Profit / (Loss)","-0.27073165065684784"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Quantity","10"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Discount","2"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Unit Price","7.606"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Total Discount","20"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Gross Sales","76.06"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Sales","56.06"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Cost","138.54999999999998"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","Profit / (Loss)","-82.49000000000001"
"Performers Binder/Pad Holder, Black","OFF-BI-10002854","% Profit / (Loss)","-1.4714591509097394"
"Staple-based wall hangings","FUR-FU-10001940","Quantity","7"
"Staple-based wall hangings","FUR-FU-10001940","Discount","1"
"Staple-based wall hangings","FUR-FU-10001940","Unit Price","4.184"
"Staple-based wall hangings","FUR-FU-10001940","Total Discount","7"
"Staple-based wall hangings","FUR-FU-10001940","Gross Sales","29.288"
"Staple-based wall hangings","FUR-FU-10001940","Sales","22.288"
"Staple-based wall hangings","FUR-FU-10001940","Cost","30.6032"
"Staple-based wall hangings","FUR-FU-10001940","Profit / (Loss)","-8.3152"
"Staple-based wall hangings","FUR-FU-10001940","% Profit / (Loss)","-0.37307968413496057"
"Staple-based wall hangings","FUR-FU-10004351","Quantity","3"
"Staple-based wall hangings","FUR-FU-10004351","Discount","1"
"Staple-based wall hangings","FUR-FU-10004351","Unit Price","4.896"
"Staple-based wall hangings","FUR-FU-10004351","Total Discount","3"
"Staple-based wall hangings","FUR-FU-10004351","Gross Sales","14.688"
"Staple-based wall hangings","FUR-FU-10004351","Sales","11.688"
"Staple-based wall hangings","FUR-FU-10004351","Cost","15.7632"
"Staple-based wall hangings","FUR-FU-10004351","Profit / (Loss)","-4.075199999999999"
"Staple-based wall hangings","FUR-FU-10004351","% Profit / (Loss)","-0.3486652977412731"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Quantity","10"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Discount","0"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Unit Price","31.008"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Total Discount","0"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Gross Sales","310.08"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Sales","310.08"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Cost","197.276"
"White Computer Printout Paper by Universal","OFF-PA-10001289","Profit / (Loss)","112.80399999999997"
"White Computer Printout Paper by Universal","OFF-PA-10001289","% Profit / (Loss)","0.3637899896800826"
"Avery Arch Ring Binders","OFF-BI-10002026","Quantity","9"
"Avery Arch Ring Binders","OFF-BI-10002026","Discount","1"
"Avery Arch Ring Binders","OFF-BI-10002026","Unit Price","12.62"
"Avery Arch Ring Binders","OFF-BI-10002026","Total Discount","9"
"Avery Arch Ring Binders","OFF-BI-10002026","Gross Sales","113.58"
"Avery Arch Ring Binders","OFF-BI-10002026","Sales","104.58"
"Avery Arch Ring Binders","OFF-BI-10002026","Cost","276.337"
"Avery Arch Ring Binders","OFF-BI-10002026","Profit / (Loss)","-171.757"
"Avery Arch Ring Binders","OFF-BI-10002026","% Profit / (Loss)","-1.642350353796137"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Quantity","9"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Discount","0"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Unit Price","41.184"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Total Discount","0"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Gross Sales","370.656"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Sales","370.656"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Cost","458.08680000000004"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","Profit / (Loss)","-87.43079999999998"
"Belkin 19" Vented Equipment Shelf, Black","OFF-ST-10004804","% Profit / (Loss)","-0.23588124838124838"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Quantity","9"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Discount","1"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Unit Price","7.4959999999999996"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Total Discount","9"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Gross Sales","67.464"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Sales","58.464"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Cost","203.824"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","Profit / (Loss)","-145.36"
"Belkin F9S820V06 8 Outlet Surge","OFF-AP-10000055","% Profit / (Loss)","-2.4863163656267107"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Quantity","9"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Discount","0"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Unit Price","18.392"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Total Discount","0"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Gross Sales","165.528"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Sales","165.528"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Cost","148.5752"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","Profit / (Loss)","16.952799999999996"
"Boston KS Multi-Size Manual Pencil Sharpener","OFF-AR-10004602","% Profit / (Loss)","0.10241650959354309"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Quantity","9"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Discount","0"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Unit Price","91.68599999999999"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Total Discount","0"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Gross Sales","825.174"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Sales","825.174"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Cost","942.756"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","Profit / (Loss)","-117.582"
"Bush Birmingham Collection Bookcase, Dark Cherry","FUR-BO-10000112","% Profit / (Loss)","-0.14249358317154928"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Quantity","9"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Discount","1"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Unit Price","2.944"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Total Discount","9"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Gross Sales","26.496"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Sales","17.496"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Cost","24.3318"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","Profit / (Loss)","-6.8358000000000025"
"Eldon Imàge Series Desk Accessories, Clear","FUR-FU-10001025","% Profit / (Loss)","-0.3907064471879287"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Quantity","9"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Discount","0"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Unit Price","42.623000000000005"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Total Discount","0"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Gross Sales","383.607"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Sales","383.607"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Cost","388.7871"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","Profit / (Loss)","-5.180099999999982"
"Global Push Button Manager's Chair, Indigo","FUR-CH-10004477","% Profit / (Loss)","-0.013503663906028826"
"Home/Office Personal File Carts","OFF-ST-10000604","Quantity","9"
"Home/Office Personal File Carts","OFF-ST-10000604","Discount","0"
"Home/Office Personal File Carts","OFF-ST-10000604","Unit Price","27.808"
"Home/Office Personal File Carts","OFF-ST-10000604","Total Discount","0"
"Home/Office Personal File Carts","OFF-ST-10000604","Gross Sales","250.272"
"Home/Office Personal File Carts","OFF-ST-10000604","Sales","250.272"
"Home/Office Personal File Carts","OFF-ST-10000604","Cost","234.43"
"Home/Office Personal File Carts","OFF-ST-10000604","Profit / (Loss)","15.841999999999985"
"Home/Office Personal File Carts","OFF-ST-10000604","% Profit / (Loss)","0.06329913054596599"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Quantity","9"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Discount","0"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Unit Price","219.99200000000002"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Total Discount","0"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Gross Sales","1979.928"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Sales","1979.928"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Cost","1831.2334"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","Profit / (Loss)","148.69460000000004"
"Mitel MiVoice 5330e IP Phone","TEC-PH-10004165","% Profit / (Loss)","0.07510101377423825"
"Standard Rollaway File with Lock","OFF-ST-10001496","Quantity","9"
"Standard Rollaway File with Lock","OFF-ST-10001496","Discount","0"
"Standard Rollaway File with Lock","OFF-ST-10001496","Unit Price","144.152"
"Standard Rollaway File with Lock","OFF-ST-10001496","Total Discount","0"
"Standard Rollaway File with Lock","OFF-ST-10001496","Gross Sales","1297.368"
"Standard Rollaway File with Lock","OFF-ST-10001496","Sales","1297.368"
"Standard Rollaway File with Lock","OFF-ST-10001496","Cost","1199.8654"
"Standard Rollaway File with Lock","OFF-ST-10001496","Profit / (Loss)","97.50260000000003"
"Standard Rollaway File with Lock","OFF-ST-10001496","% Profit / (Loss)","0.07515415826504122"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Quantity","9"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Discount","0"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Unit Price","2.6319999999999997"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Total Discount","0"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Gross Sales","23.688"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Sales","23.688"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Cost","15.7894"
"Tops Wirebound Message Log Books","OFF-PA-10001609","Profit / (Loss)","7.898599999999998"
"Tops Wirebound Message Log Books","OFF-PA-10001609","% Profit / (Loss)","0.33344309354947654"
"Xerox 1884","OFF-PA-10001019","Quantity","9"
"Xerox 1884","OFF-PA-10001019","Discount","0"
"Xerox 1884","OFF-PA-10001019","Unit Price","15.984"
"Xerox 1884","OFF-PA-10001019","Total Discount","0"
"Xerox 1884","OFF-PA-10001019","Gross Sales","143.856"
"Xerox 1884","OFF-PA-10001019","Sales","143.856"
"Xerox 1884","OFF-PA-10001019","Cost","95.1046"
"Xerox 1884","OFF-PA-10001019","Profit / (Loss)","48.75139999999999"
"Xerox 1884","OFF-PA-10001019","% Profit / (Loss)","0.3388902791680569"
"Xerox 1949","OFF-PA-10001526","Quantity","9"
"Xerox 1949","OFF-PA-10001526","Discount","0"
"Xerox 1949","OFF-PA-10001526","Unit Price","3.984"
"Xerox 1949","OFF-PA-10001526","Total Discount","0"
"Xerox 1949","OFF-PA-10001526","Gross Sales","35.856"
"Xerox 1949","OFF-PA-10001526","Sales","35.856"
"Xerox 1949","OFF-PA-10001526","Cost","22.6582"
"Xerox 1949","OFF-PA-10001526","Profit / (Loss)","13.1978"
"Xerox 1949","OFF-PA-10001526","% Profit / (Loss)","0.36807786702365014"
"Acme Tagit Stainless Steel Antibacterial Scissors","OFF-SU-10004231","Quantity","8"
