Index,(In millions, except per share data),Group 1,Group 2,Value Column Name,Value
"11","Stock options exercised","COMMON STOCK","CLASS A","CLASS A SHARES",
"11","Stock options exercised","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"11","Stock options exercised","COMMON STOCK","CLASS B","CLASS B SHARES","18"
"11","Stock options exercised","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"11","Stock options exercised","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","539"
"11","Stock options exercised","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"11","Stock options exercised","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"11","Stock options exercised","Custom Group All","Custom Group All","TOTAL","539"
"13","Repurchase of Class B Common Stock","COMMON STOCK","CLASS A","CLASS A SHARES",
"13","Repurchase of Class B Common Stock","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"13","Repurchase of Class B Common Stock","COMMON STOCK","CLASS B","CLASS B SHARES","-54"
"13","Repurchase of Class B Common Stock","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"13","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","-227"
"13","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"13","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-4056"
"13","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","TOTAL","-4283"
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","COMMON STOCK","CLASS A","CLASS A SHARES",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","COMMON STOCK","CLASS B","CLASS B SHARES",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-1360"
"14","Dividends on common stock ($0.86 per share) preferred stock ($0.10 per and share)","Custom Group All","Custom Group All","TOTAL","-1360"
"15","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS A","CLASS A SHARES",
"15","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"15","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS B","CLASS B SHARES","3"
"15","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"15","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","142"
"15","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"15","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-3"
"15","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","TOTAL","139"
"16","Stock-based compensation","COMMON STOCK","CLASS A","CLASS A SHARES",
"16","Stock-based compensation","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"16","Stock-based compensation","COMMON STOCK","CLASS B","CLASS B SHARES",
"16","Stock-based compensation","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"16","Stock-based compensation","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","325"
"16","Stock-based compensation","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"16","Stock-based compensation","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"16","Stock-based compensation","Custom Group All","Custom Group All","TOTAL","325"
"17","Net income","COMMON STOCK","CLASS A","CLASS A SHARES",
"17","Net income","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"17","Net income","COMMON STOCK","CLASS B","CLASS B SHARES",
"17","Net income","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"17","Net income","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"17","Net income","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"17","Net income","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","4029"
"17","Net income","Custom Group All","Custom Group All","TOTAL","4029"
"18","Other comprehensive income (loss)","COMMON STOCK","CLASS A","CLASS A SHARES",
"18","Other comprehensive income (loss)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"18","Other comprehensive income (loss)","COMMON STOCK","CLASS B","CLASS B SHARES",
"18","Other comprehensive income (loss)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"18","Other comprehensive income (loss)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"18","Other comprehensive income (loss)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)","323"
"18","Other comprehensive income (loss)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"18","Other comprehensive income (loss)","Custom Group All","Custom Group All","TOTAL","323"
"19","Adoption of ASU 2016-16 (Note 1)","COMMON STOCK","CLASS A","CLASS A SHARES",
"19","Adoption of ASU 2016-16 (Note 1)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"19","Adoption of ASU 2016-16 (Note 1)","COMMON STOCK","CLASS B","CLASS B SHARES",
"19","Adoption of ASU 2016-16 (Note 1)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"19","Adoption of ASU 2016-16 (Note 1)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"19","Adoption of ASU 2016-16 (Note 1)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"19","Adoption of ASU 2016-16 (Note 1)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-507"
"19","Adoption of ASU 2016-16 (Note 1)","Custom Group All","Custom Group All","TOTAL","-507"
"20","Adoption of ASC Topic 606 (Note 1)","COMMON STOCK","CLASS A","CLASS A SHARES",
"20","Adoption of ASC Topic 606 (Note 1)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"20","Adoption of ASC Topic 606 (Note 1)","COMMON STOCK","CLASS B","CLASS B SHARES",
"20","Adoption of ASC Topic 606 (Note 1)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"20","Adoption of ASC Topic 606 (Note 1)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"20","Adoption of ASC Topic 606 (Note 1)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"20","Adoption of ASC Topic 606 (Note 1)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","23"
"20","Adoption of ASC Topic 606 (Note 1)","Custom Group All","Custom Group All","TOTAL","23"
"22","Stock options exercised","COMMON STOCK","CLASS A","CLASS A SHARES",
"22","Stock options exercised","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"22","Stock options exercised","COMMON STOCK","CLASS B","CLASS B SHARES","20"
"22","Stock options exercised","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"22","Stock options exercised","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","703"
"22","Stock options exercised","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"22","Stock options exercised","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"22","Stock options exercised","Custom Group All","Custom Group All","TOTAL","703"
"23","Repurchase of Class B Common Stock","COMMON STOCK","CLASS A","CLASS A SHARES",
"23","Repurchase of Class B Common Stock","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"23","Repurchase of Class B Common Stock","COMMON STOCK","CLASS B","CLASS B SHARES","-34"
"23","Repurchase of Class B Common Stock","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"23","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","-161"
"23","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"23","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-2872"
"23","Repurchase of Class B Common Stock","Custom Group All","Custom Group All","TOTAL","-3033"
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","COMMON STOCK","CLASS A","CLASS A SHARES",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","COMMON STOCK","CLASS B","CLASS B SHARES",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-1491"
"24","Dividends on common stock ($0.955 per share) and preferred stock ($0.10 per share)","Custom Group All","Custom Group All","TOTAL","-1491"
"25","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS A","CLASS A SHARES",
"25","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"25","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS B","CLASS B SHARES","4"
"25","Issuance of shares to employees, net of shares withheld for employee taxes","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"25","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","165"
"25","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"25","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-9"
"25","Issuance of shares to employees, net of shares withheld for employee taxes","Custom Group All","Custom Group All","TOTAL","156"
"26","Stock-based compensation","COMMON STOCK","CLASS A","CLASS A SHARES",
"26","Stock-based compensation","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"26","Stock-based compensation","COMMON STOCK","CLASS B","CLASS B SHARES",
"26","Stock-based compensation","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"26","Stock-based compensation","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE","429"
"26","Stock-based compensation","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"26","Stock-based compensation","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"26","Stock-based compensation","Custom Group All","Custom Group All","TOTAL","429"
"27","Net income","COMMON STOCK","CLASS A","CLASS A SHARES",
"27","Net income","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"27","Net income","COMMON STOCK","CLASS B","CLASS B SHARES",
"27","Net income","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"27","Net income","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"27","Net income","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"27","Net income","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","2539"
"27","Net income","Custom Group All","Custom Group All","TOTAL","2539"
"28","Other comprehensive income (loss)","COMMON STOCK","CLASS A","CLASS A SHARES",
"28","Other comprehensive income (loss)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"28","Other comprehensive income (loss)","COMMON STOCK","CLASS B","CLASS B SHARES",
"28","Other comprehensive income (loss)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"28","Other comprehensive income (loss)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"28","Other comprehensive income (loss)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)","-287"
"28","Other comprehensive income (loss)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"28","Other comprehensive income (loss)","Custom Group All","Custom Group All","TOTAL","-287"
"29","Adoption of ASC Topic 842 (Note 1)","COMMON STOCK","CLASS A","CLASS A SHARES",
"29","Adoption of ASC Topic 842 (Note 1)","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"29","Adoption of ASC Topic 842 (Note 1)","COMMON STOCK","CLASS B","CLASS B SHARES",
"29","Adoption of ASC Topic 842 (Note 1)","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"29","Adoption of ASC Topic 842 (Note 1)","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"29","Adoption of ASC Topic 842 (Note 1)","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"29","Adoption of ASC Topic 842 (Note 1)","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)","-1"
"29","Adoption of ASC Topic 842 (Note 1)","Custom Group All","Custom Group All","TOTAL","-1"
"12","Conversion to Class B Common Stock","COMMON STOCK","CLASS A","CLASS A SHARES","-14"
"12","Conversion to Class B Common Stock","COMMON STOCK","CLASS A","CLASS A AMOUNT",
"12","Conversion to Class B Common Stock","COMMON STOCK","CLASS B","CLASS B SHARES","14"
"12","Conversion to Class B Common Stock","COMMON STOCK","CLASS B","CLASS B AMOUNT",
"12","Conversion to Class B Common Stock","Custom Group All","Custom Group All","CAPITAL IN EXCESS OF STATED VALUE",
"12","Conversion to Class B Common Stock","Custom Group All","Custom Group All","ACCUMULATED OTHER COMPREHENSIVE INCOME (LOSS)",
"12","Conversion to Class B Common Stock","Custom Group All","Custom Group All","RETAINED EARNINGS (DEFICIT)",
"12","Conversion to Class B Common Stock","Custom Group All","Custom Group All","TOTAL","0"
