GEO (Labels),Level ,Value Column Name,Value
"Kriti","Levels 3 - 4","Unemployment","24.1"
"Kriti","Levels 5 - 8","Unemployment","19.4"
"Calabria","All Levels","Unemployment","23.2"
"Calabria","Levels 0-2","Unemployment","27.1"
"Calabria","Levels 3 - 4","Unemployment","22.9"
"Calabria","Levels 5 - 8","Unemployment","16.3"
"Castilla-la Mancha","All Levels","Unemployment","23.6"
"Castilla-la Mancha","Levels 0-2","Unemployment","30.5"
"Castilla-la Mancha","Levels 3 - 4","Unemployment","20.8"
"Castilla-la Mancha","Levels 5 - 8","Unemployment","14.5"
"La Réunion","All Levels","Unemployment","22.3"
"La Réunion","Levels 0-2","Unemployment","32.2"
"La Réunion","Levels 3 - 4","Unemployment","22.8"
"La Réunion","Levels 5 - 8","Unemployment","8.1"
"RUP FR - Régions ultrapériphériques françaises","All Levels","Unemployment","22.4"
"RUP FR - Régions ultrapériphériques françaises","Levels 0-2","Unemployment","32.6"
"RUP FR - Régions ultrapériphériques françaises","Levels 3 - 4","Unemployment","22.4"
"RUP FR - Régions ultrapériphériques françaises","Levels 5 - 8","Unemployment","7.5"
"Sicilia","All Levels","Unemployment","22.1"
"Sicilia","Levels 0-2","Unemployment","28.9"
"Sicilia","Levels 3 - 4","Unemployment","19.9"
"Sicilia","Levels 5 - 8","Unemployment","11.7"
"Comunitat Valenciana","All Levels","Unemployment","20.6"
"Comunitat Valenciana","Levels 0-2","Unemployment","27"
"Comunitat Valenciana","Levels 3 - 4","Unemployment","21.3"
"Comunitat Valenciana","Levels 5 - 8","Unemployment","12.9"
"Nisia Aigaiou, Kriti","All Levels","Unemployment","20.4"
"Nisia Aigaiou, Kriti","Levels 0-2","Unemployment","21.8"
"Nisia Aigaiou, Kriti","Levels 3 - 4","Unemployment","21.4"
"Nisia Aigaiou, Kriti","Levels 5 - 8","Unemployment","16.9"
"Centro (ES)","All Levels","Unemployment","20.9"
"Centro (ES)","Levels 0-2","Unemployment","28.1"
"Centro (ES)","Levels 3 - 4","Unemployment","18.5"
"Centro (ES)","Levels 5 - 8","Unemployment","12.9"
"Spain","All Levels","Unemployment","19.6"
"Spain","Levels 0-2","Unemployment","28"
"Spain","Levels 3 - 4","Unemployment","19.2"
"Spain","Levels 5 - 8","Unemployment","11.7"
"Isole","All Levels","Unemployment","20.8"
"Isole","Levels 0-2","Unemployment","26"
"Isole","Levels 3 - 4","Unemployment","19.6"
"Isole","Levels 5 - 8","Unemployment","11.1"
"Guyane","All Levels","Unemployment","23"
"Guyane","Levels 0-2","Unemployment","35.3"
"Guyane","Levels 3 - 4","Unemployment","18.8"
"Guyane","Levels 5 - 8","Unemployment",
"Campania","All Levels","Unemployment","20.4"
"Campania","Levels 0-2","Unemployment","25.7"
"Campania","Levels 3 - 4","Unemployment","20.2"
"Campania","Levels 5 - 8","Unemployment","10.1"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","All Levels","Unemployment","16.8"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 0-2","Unemployment","30.6"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 3 - 4","Unemployment","20"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 5 - 8","Unemployment","8.5"
"Región de Murcia","All Levels","Unemployment","19.8"
"Región de Murcia","Levels 0-2","Unemployment","26.2"
"Región de Murcia","Levels 3 - 4","Unemployment","18.8"
"Región de Murcia","Levels 5 - 8","Unemployment","10.8"
"Peloponnisos","All Levels","Unemployment","19.2"
"Peloponnisos","Levels 0-2","Unemployment","17.2"
"Peloponnisos","Levels 3 - 4","Unemployment","21.6"
"Peloponnisos","Levels 5 - 8","Unemployment","17.3"
"Güneydogu Anadolu","All Levels","Unemployment","18.5"
"Güneydogu Anadolu","Levels 0-2","Unemployment","18.2"
"Güneydogu Anadolu","Levels 3 - 4","Unemployment","20.5"
"Güneydogu Anadolu","Levels 5 - 8","Unemployment","17.6"
"Východné Slovensko","All Levels","Unemployment","13.2"
"Východné Slovensko","Levels 0-2","Unemployment","42.5"
"Východné Slovensko","Levels 3 - 4","Unemployment","12"
"Východné Slovensko","Levels 5 - 8","Unemployment","6.5"
"Crna Gora","All Levels","Unemployment","17.8"
"Crna Gora","Levels 0-2","Unemployment","24.6"
"Crna Gora","Levels 3 - 4","Unemployment","19.5"
"Crna Gora","Levels 5 - 8","Unemployment","11.9"
"Montenegro","All Levels","Unemployment","17.8"
"Montenegro","Levels 0-2","Unemployment","24.6"
"Montenegro","Levels 3 - 4","Unemployment","19.5"
"Montenegro","Levels 5 - 8","Unemployment","11.9"
"Voreio Aigaio","All Levels","Unemployment","18.3"
"Voreio Aigaio","Levels 0-2","Unemployment","20.8"
"Voreio Aigaio","Levels 3 - 4","Unemployment","17.4"
"Voreio Aigaio","Levels 5 - 8","Unemployment","17.2"
"Puglia","All Levels","Unemployment","19.4"
"Puglia","Levels 0-2","Unemployment","23.6"
"Puglia","Levels 3 - 4","Unemployment","18.4"
"Puglia","Levels 5 - 8","Unemployment","11.5"
"Sud","All Levels","Unemployment","19.1"
"Sud","Levels 0-2","Unemployment","23.4"
"Sud","Levels 3 - 4","Unemployment","18.5"
"Sud","Levels 5 - 8","Unemployment","11.5"
"Principado de Asturias","All Levels","Unemployment","17.6"
"Principado de Asturias","Levels 0-2","Unemployment","24.3"
"Principado de Asturias","Levels 3 - 4","Unemployment","16.5"
"Principado de Asturias","Levels 5 - 8","Unemployment","13.9"
"Beogradski region","All Levels","Unemployment","15.7"
"Beogradski region","Levels 0-2","Unemployment","26.2"
"Beogradski region","Levels 3 - 4","Unemployment","16.7"
"Beogradski region","Levels 5 - 8","Unemployment","12.3"
"Sanliurfa, Diyarbakir","All Levels","Unemployment","17.2"
"Sanliurfa, Diyarbakir","Levels 0-2","Unemployment","16.9"
"Sanliurfa, Diyarbakir","Levels 3 - 4","Unemployment","20.4"
"Sanliurfa, Diyarbakir","Levels 5 - 8","Unemployment","15.7"
"Este (ES)","All Levels","Unemployment","17.3"
"Este (ES)","Levels 0-2","Unemployment","24.4"
"Este (ES)","Levels 3 - 4","Unemployment","17.8"
"Este (ES)","Levels 5 - 8","Unemployment","9.9"
"Galicia","All Levels","Unemployment","17.2"
"Galicia","Levels 0-2","Unemployment","22.6"
"Galicia","Levels 3 - 4","Unemployment","16.7"
"Galicia","Levels 5 - 8","Unemployment","12.1"
"Noroeste (ES)","All Levels","Unemployment","17"
"Noroeste (ES)","Levels 0-2","Unemployment","22.5"
"Noroeste (ES)","Levels 3 - 4","Unemployment","16.5"
"Noroeste (ES)","Levels 5 - 8","Unemployment","12.5"
"Comunidad de Madrid","All Levels","Unemployment","15.7"
"Comunidad de Madrid","Levels 0-2","Unemployment","25.2"
"Comunidad de Madrid","Levels 3 - 4","Unemployment","17.2"
"Comunidad de Madrid","Levels 5 - 8","Unemployment","9.8"
"Notio Aigaio","All Levels","Unemployment","17.5"
"Notio Aigaio","Levels 0-2","Unemployment","19.5"
"Notio Aigaio","Levels 3 - 4","Unemployment","18.9"
"Notio Aigaio","Levels 5 - 8","Unemployment","10.2"
"Sardegna","All Levels","Unemployment","17.3"
"Sardegna","Levels 0-2","Unemployment","19.4"
"Sardegna","Levels 3 - 4","Unemployment","18.5"
"Sardegna","Levels 5 - 8","Unemployment","9.5"
"Martinique","All Levels","Unemployment","17.8"
"Martinique","Levels 0-2","Unemployment","27"
"Martinique","Levels 3 - 4","Unemployment","19.5"
"Martinique","Levels 5 - 8","Unemployment",
"Cataluña","All Levels","Unemployment","15.7"
"Cataluña","Levels 0-2","Unemployment","23.3"
"Cataluña","Levels 3 - 4","Unemployment","16.5"
"Cataluña","Levels 5 - 8","Unemployment","8.7"
"Srbija - sever","All Levels","Unemployment","15.4"
"Srbija - sever","Levels 0-2","Unemployment","20.3"
"Srbija - sever","Levels 3 - 4","Unemployment","16.2"
"Srbija - sever","Levels 5 - 8","Unemployment","12.1"
"Castilla y León","All Levels","Unemployment","15.8"
"Castilla y León","Levels 0-2","Unemployment","22"
"Castilla y León","Levels 3 - 4","Unemployment","14.6"
"Castilla y León","Levels 5 - 8","Unemployment","10.3"
"Ionia Nisia","All Levels","Unemployment","16"
"Ionia Nisia","Levels 0-2","Unemployment","16.8"
"Ionia Nisia","Levels 3 - 4","Unemployment","17.2"
"Ionia Nisia","Levels 5 - 8","Unemployment","12.2"
"Cantabria","All Levels","Unemployment","14.9"
"Cantabria","Levels 0-2","Unemployment","19.5"
"Cantabria","Levels 3 - 4","Unemployment","15.3"
"Cantabria","Levels 5 - 8","Unemployment","11.4"
"Region Juzne i Istocne Srbije","All Levels","Unemployment","16"
"Region Juzne i Istocne Srbije","Levels 0-2","Unemployment","10.5"
"Region Juzne i Istocne Srbije","Levels 3 - 4","Unemployment","17.6"
"Region Juzne i Istocne Srbije","Levels 5 - 8","Unemployment","17"
"Region Vojvodine","All Levels","Unemployment","15.2"
"Region Vojvodine","Levels 0-2","Unemployment","18"
"Region Vojvodine","Levels 3 - 4","Unemployment","15.7"
"Region Vojvodine","Levels 5 - 8","Unemployment","11.7"
"Aragón","All Levels","Unemployment","14.8"
"Aragón","Levels 0-2","Unemployment","20"
"Aragón","Levels 3 - 4","Unemployment","16.1"
"Aragón","Levels 5 - 8","Unemployment","9.2"
"Hatay, Kahramanmaras, Osmaniye","All Levels","Unemployment","14.5"
"Hatay, Kahramanmaras, Osmaniye","Levels 0-2","Unemployment","13.9"
"Hatay, Kahramanmaras, Osmaniye","Levels 3 - 4","Unemployment","16.2"
"Hatay, Kahramanmaras, Osmaniye","Levels 5 - 8","Unemployment","14.5"
"Serbia","All Levels","Unemployment","15.4"
"Serbia","Levels 0-2","Unemployment","13.1"
"Serbia","Levels 3 - 4","Unemployment","16.7"
"Serbia","Levels 5 - 8","Unemployment","13.9"
"Srbija - jug","All Levels","Unemployment","15.4"
"Srbija - jug","Levels 0-2","Unemployment","9.2"
"Srbija - jug","Levels 3 - 4","Unemployment","17.3"
"Srbija - jug","Levels 5 - 8","Unemployment","16.8"
"Nord-Pas-de-Calais","All Levels","Unemployment","13.3"
"Nord-Pas-de-Calais","Levels 0-2","Unemployment","23.7"
"Nord-Pas-de-Calais","Levels 3 - 4","Unemployment","14"
"Nord-Pas-de-Calais","Levels 5 - 8","Unemployment","6.9"
"Stredné Slovensko","All Levels","Unemployment","10.8"
"Stredné Slovensko","Levels 0-2","Unemployment","30.4"
"Stredné Slovensko","Levels 3 - 4","Unemployment","10.1"
"Stredné Slovensko","Levels 5 - 8","Unemployment","6.5"
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","All Levels","Unemployment","13.4"
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Levels 0-2","Unemployment","11.9"
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Levels 3 - 4","Unemployment","17.4"
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Levels 5 - 8","Unemployment","14.8"
"Region Sumadije i Zapadne Srbije","All Levels","Unemployment","14.9"
"Region Sumadije i Zapadne Srbije","Levels 0-2","Unemployment","8.3"
"Region Sumadije i Zapadne Srbije","Levels 3 - 4","Unemployment","17.1"
"Region Sumadije i Zapadne Srbije","Levels 5 - 8","Unemployment","16.7"
"Jadranska Hrvatska","All Levels","Unemployment","14.2"
"Jadranska Hrvatska","Levels 0-2","Unemployment","17.4"
"Jadranska Hrvatska","Levels 3 - 4","Unemployment","15.5"
"Jadranska Hrvatska","Levels 5 - 8","Unemployment","9.8"
"Izmir","All Levels","Unemployment","13.9"
"Izmir","Levels 0-2","Unemployment","13.1"
"Izmir","Levels 3 - 4","Unemployment","15.7"
"Izmir","Levels 5 - 8","Unemployment","14"
"Gaziantep, Adiyaman, Kilis","All Levels","Unemployment","13.9"
"Gaziantep, Adiyaman, Kilis","Levels 0-2","Unemployment","13.4"
"Gaziantep, Adiyaman, Kilis","Levels 3 - 4","Unemployment","14.4"
"Gaziantep, Adiyaman, Kilis","Levels 5 - 8","Unemployment","14.9"
"Noreste (ES)","All Levels","Unemployment","13.3"
"Noreste (ES)","Levels 0-2","Unemployment","20"
"Noreste (ES)","Levels 3 - 4","Unemployment","14.9"
"Noreste (ES)","Levels 5 - 8","Unemployment","8.4"
"Slovakia","All Levels","Unemployment","9.7"
"Slovakia","Levels 0-2","Unemployment","31.6"
"Slovakia","Levels 3 - 4","Unemployment","9.2"
"Slovakia","Levels 5 - 8","Unemployment","5.7"
"Slovensko","All Levels","Unemployment","9.7"
"Slovensko","Levels 0-2","Unemployment","31.6"
"Slovensko","Levels 3 - 4","Unemployment","9.2"
"Slovensko","Levels 5 - 8","Unemployment","5.7"
"País Vasco","All Levels","Unemployment","12.6"
"País Vasco","Levels 0-2","Unemployment","20.2"
"País Vasco","Levels 3 - 4","Unemployment","14.1"
"País Vasco","Levels 5 - 8","Unemployment","8.3"
"Comunidad Foral de Navarra","All Levels","Unemployment","12.5"
"Comunidad Foral de Navarra","Levels 0-2","Unemployment","19.6"
"Comunidad Foral de Navarra","Levels 3 - 4","Unemployment","15.8"
"Comunidad Foral de Navarra","Levels 5 - 8","Unemployment","6.6"
"Istanbul","All Levels","Unemployment","13.5"
"Istanbul","Levels 0-2","Unemployment","13.1"
"Istanbul","Levels 3 - 4","Unemployment","14.6"
"Istanbul","Levels 5 - 8","Unemployment","13.2"
"La Rioja","All Levels","Unemployment","13.5"
"La Rioja","Levels 0-2","Unemployment","19.5"
"La Rioja","Levels 3 - 4","Unemployment","12"
"La Rioja","Levels 5 - 8","Unemployment","9.1"
"Cyprus","All Levels","Unemployment","13"
"Cyprus","Levels 0-2","Unemployment","15.6"
"Cyprus","Levels 3 - 4","Unemployment","14.3"
"Cyprus","Levels 5 - 8","Unemployment","10.9"
"Hauts-de-France","All Levels","Unemployment","12.7"
"Hauts-de-France","Levels 0-2","Unemployment","21.2"
"Hauts-de-France","Levels 3 - 4","Unemployment","13.2"
"Hauts-de-France","Levels 5 - 8","Unemployment","6.7"
"Kypros","All Levels","Unemployment","13"
"Kypros","Levels 0-2","Unemployment","15.6"
"Kypros","Levels 3 - 4","Unemployment","14.3"
"Kypros","Levels 5 - 8","Unemployment","10.9"
"Illes Balears","All Levels","Unemployment","13.9"
"Illes Balears","Levels 0-2","Unemployment","20"
"Illes Balears","Levels 3 - 4","Unemployment","12.3"
"Illes Balears","Levels 5 - 8","Unemployment","7.1"
"Wien","All Levels","Unemployment","11.3"
"Wien","Levels 0-2","Unemployment","22.9"
"Wien","Levels 3 - 4","Unemployment","12.9"
"Wien","Levels 5 - 8","Unemployment","5.9"
"Croatia","All Levels","Unemployment","13.1"
"Croatia","Levels 0-2","Unemployment","17.4"
"Croatia","Levels 3 - 4","Unemployment","14.6"
"Croatia","Levels 5 - 8","Unemployment","7.8"
"Hrvatska","All Levels","Unemployment","13.1"
"Hrvatska","Levels 0-2","Unemployment","17.4"
"Hrvatska","Levels 3 - 4","Unemployment","14.6"
"Hrvatska","Levels 5 - 8","Unemployment","7.8"
"Severozapaden","All Levels","Unemployment","10.6"
"Severozapaden","Levels 0-2","Unemployment","32.3"
"Severozapaden","Levels 3 - 4","Unemployment","9.7"
"Severozapaden","Levels 5 - 8","Unemployment",
"Lorraine","All Levels","Unemployment","11.7"
"Lorraine","Levels 0-2","Unemployment","23.2"
"Lorraine","Levels 3 - 4","Unemployment","11.9"
"Lorraine","Levels 5 - 8","Unemployment","5.7"
"Prov. Hainaut","All Levels","Unemployment","11.8"
"Prov. Hainaut","Levels 0-2","Unemployment","22.9"
"Prov. Hainaut","Levels 3 - 4","Unemployment","12.2"
"Prov. Hainaut","Levels 5 - 8","Unemployment","4.8"
"Basilicata","All Levels","Unemployment","13.3"
"Basilicata","Levels 0-2","Unemployment","13.6"
"Basilicata","Levels 3 - 4","Unemployment","14.1"
"Basilicata","Levels 5 - 8","Unemployment","10.6"
"Kontinentalna Hrvatska (NUTS 2016)","All Levels","Unemployment","12.6"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 0-2","Unemployment","17.4"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 3 - 4","Unemployment","14.1"
"Kontinentalna Hrvatska (NUTS 2016)","Levels 5 - 8","Unemployment","6.9"
"Molise","All Levels","Unemployment","12.8"
"Molise","Levels 0-2","Unemployment","14.3"
"Molise","Levels 3 - 4","Unemployment","12.8"
"Molise","Levels 5 - 8","Unemployment","10.5"
"Akdeniz","All Levels","Unemployment","11.8"
"Akdeniz","Levels 0-2","Unemployment","10.6"
"Akdeniz","Levels 3 - 4","Unemployment","14"
"Akdeniz","Levels 5 - 8","Unemployment","13.3"
"Moravskoslezsko","All Levels","Unemployment","6.9"
"Moravskoslezsko","Levels 0-2","Unemployment","34.1"
"Moravskoslezsko","Levels 3 - 4","Unemployment","5.5"
"Moravskoslezsko","Levels 5 - 8","Unemployment","3.1"
"Grand Est","All Levels","Unemployment","11.3"
"Grand Est","Levels 0-2","Unemployment","20.5"
"Grand Est","Levels 3 - 4","Unemployment","11.3"
"Grand Est","Levels 5 - 8","Unemployment","6.4"
"Languedoc-Roussillon","All Levels","Unemployment","11.9"
"Languedoc-Roussillon","Levels 0-2","Unemployment","16.9"
"Languedoc-Roussillon","Levels 3 - 4","Unemployment","13.5"
"Languedoc-Roussillon","Levels 5 - 8","Unemployment","6.9"
"Alentejo","All Levels","Unemployment","12.2"
"Alentejo","Levels 0-2","Unemployment","12"
"Alentejo","Levels 3 - 4","Unemployment","13.2"
"Alentejo","Levels 5 - 8","Unemployment","11.3"
"Haute-Normandie","All Levels","Unemployment","11.5"
"Haute-Normandie","Levels 0-2","Unemployment","20.2"
"Haute-Normandie","Levels 3 - 4","Unemployment","12.3"
"Haute-Normandie","Levels 5 - 8","Unemployment","4.7"
"Abruzzo","All Levels","Unemployment","12.1"
"Abruzzo","Levels 0-2","Unemployment","13.4"
"Abruzzo","Levels 3 - 4","Unemployment","11.5"
"Abruzzo","Levels 5 - 8","Unemployment","11.6"
"Severoiztochen","All Levels","Unemployment","9.8"
"Severoiztochen","Levels 0-2","Unemployment","27.3"
"Severoiztochen","Levels 3 - 4","Unemployment","7"
"Severoiztochen","Levels 5 - 8","Unemployment","4.5"
"Alsace","All Levels","Unemployment","10.9"
"Alsace","Levels 0-2","Unemployment","19.1"
"Alsace","Levels 3 - 4","Unemployment","11.4"
"Alsace","Levels 5 - 8","Unemployment","6.9"
"Prov. Liège","All Levels","Unemployment","11.1"
"Prov. Liège","Levels 0-2","Unemployment","19.7"
"Prov. Liège","Levels 3 - 4","Unemployment","11.6"
"Prov. Liège","Levels 5 - 8","Unemployment","5.6"
"Vidurio ir vakaru Lietuvos regionas","All Levels","Unemployment","8.9"
"Vidurio ir vakaru Lietuvos regionas","Levels 0-2","Unemployment","24.7"
"Vidurio ir vakaru Lietuvos regionas","Levels 3 - 4","Unemployment","11.1"
"Vidurio ir vakaru Lietuvos regionas","Levels 5 - 8","Unemployment","3.2"
"Norte","All Levels","Unemployment","12.2"
"Norte","Levels 0-2","Unemployment","12.8"
"Norte","Levels 3 - 4","Unemployment","13"
"Norte","Levels 5 - 8","Unemployment","9.9"
"Antalya, Isparta, Burdur","All Levels","Unemployment","11.4"
"Antalya, Isparta, Burdur","Levels 0-2","Unemployment","10.3"
"Antalya, Isparta, Burdur","Levels 3 - 4","Unemployment","13.6"
"Antalya, Isparta, Burdur","Levels 5 - 8","Unemployment","12.1"
"Área Metropolitana de Lisboa","All Levels","Unemployment","11.9"
"Área Metropolitana de Lisboa","Levels 0-2","Unemployment","15.5"
"Área Metropolitana de Lisboa","Levels 3 - 4","Unemployment","11.8"
"Área Metropolitana de Lisboa","Levels 5 - 8","Unemployment","8.1"
"Severen tsentralen","All Levels","Unemployment","9.3"
"Severen tsentralen","Levels 0-2","Unemployment","25.8"
"Severen tsentralen","Levels 3 - 4","Unemployment","7.6"
"Severen tsentralen","Levels 5 - 8","Unemployment","4.6"
"Champagne-Ardenne","All Levels","Unemployment","11.3"
"Champagne-Ardenne","Levels 0-2","Unemployment","18.4"
"Champagne-Ardenne","Levels 3 - 4","Unemployment","10.3"
"Champagne-Ardenne","Levels 5 - 8","Unemployment","7.1"
"Région wallonne","All Levels","Unemployment","10.5"
"Région wallonne","Levels 0-2","Unemployment","19.9"
"Région wallonne","Levels 3 - 4","Unemployment","11.3"
"Région wallonne","Levels 5 - 8","Unemployment","5.1"
"Picardie","All Levels","Unemployment","11.5"
"Picardie","Levels 0-2","Unemployment","17.2"
"Picardie","Levels 3 - 4","Unemployment","11.7"
"Picardie","Levels 5 - 8","Unemployment","6.4"
"Lietuva","All Levels","Unemployment","7.9"
"Lietuva","Levels 0-2","Unemployment","25.1"
"Lietuva","Levels 3 - 4","Unemployment","10.4"
"Lietuva","Levels 5 - 8","Unemployment","2.9"
"Lithuania","All Levels","Unemployment","7.9"
"Lithuania","Levels 0-2","Unemployment","25.1"
"Lithuania","Levels 3 - 4","Unemployment","10.4"
"Lithuania","Levels 5 - 8","Unemployment","2.9"
"Severna i yugoiztochna Bulgaria","All Levels","Unemployment","9.3"
"Severna i yugoiztochna Bulgaria","Levels 0-2","Unemployment","25.4"
"Severna i yugoiztochna Bulgaria","Levels 3 - 4","Unemployment","7.5"
"Severna i yugoiztochna Bulgaria","Levels 5 - 8","Unemployment","4"
"Podkarpackie","All Levels","Unemployment","9.6"
"Podkarpackie","Levels 0-2","Unemployment","20"
"Podkarpackie","Levels 3 - 4","Unemployment","10.7"
"Podkarpackie","Levels 5 - 8","Unemployment","5.6"
"Latvia","All Levels","Unemployment","9.6"
"Latvia","Levels 0-2","Unemployment","20.6"
"Latvia","Levels 3 - 4","Unemployment","11.3"
"Latvia","Levels 5 - 8","Unemployment","4.3"
"Latvija","All Levels","Unemployment","9.6"
"Latvija","Levels 0-2","Unemployment","20.6"
"Latvija","Levels 3 - 4","Unemployment","11.3"
"Latvija","Levels 5 - 8","Unemployment","4.3"
"Provence-Alpes-Côte d'Azur","All Levels","Unemployment","10.6"
"Provence-Alpes-Côte d'Azur","Levels 0-2","Unemployment","17.3"
"Provence-Alpes-Côte d'Azur","Levels 3 - 4","Unemployment","11.9"
"Provence-Alpes-Côte d'Azur","Levels 5 - 8","Unemployment","5.9"
"Adana, Mersin","All Levels","Unemployment","10.4"
"Adana, Mersin","Levels 0-2","Unemployment","8.4"
"Adana, Mersin","Levels 3 - 4","Unemployment","12.8"
"Adana, Mersin","Levels 5 - 8","Unemployment","14"
"Ankara","All Levels","Unemployment","11.4"
