"GEO (Labels)","Level ","Value Column Name","Value"
"Ciudad de Ceuta","Levels 0-2","Variance Analysis (Unemployment)","1.4233496999454445"
"Ciudad de Ceuta","Levels 3 - 4","Unemployment","204"
"Ciudad de Ceuta","Levels 3 - 4","Variance Analysis (Unemployment)","1.2319474835886213"
"Ciudad de Ceuta","Levels 5 - 8","Unemployment","131.7"
"Ciudad de Ceuta","Levels 5 - 8","Variance Analysis (Unemployment)","1.141463414634146"
"Dytiki Ellada","All Levels","Unemployment","266.59999999999997"
"Dytiki Ellada","All Levels","Variance Analysis (Unemployment)","1.6266009852216743"
"Dytiki Ellada","Levels 0-2","Unemployment","248.30000000000004"
"Dytiki Ellada","Levels 0-2","Variance Analysis (Unemployment)","0.3546099290780143"
"Dytiki Ellada","Levels 3 - 4","Unemployment","307"
"Dytiki Ellada","Levels 3 - 4","Variance Analysis (Unemployment)","2.358862144420131"
"Dytiki Ellada","Levels 5 - 8","Unemployment","230.00000000000003"
"Dytiki Ellada","Levels 5 - 8","Variance Analysis (Unemployment)","2.739837398373984"
"La Réunion","All Levels","Unemployment","273.59999999999997"
"La Réunion","All Levels","Variance Analysis (Unemployment)","1.6955665024630533"
"La Réunion","Levels 0-2","Unemployment","377.99999999999994"
"La Réunion","Levels 0-2","Variance Analysis (Unemployment)","1.0621931260229127"
"La Réunion","Levels 3 - 4","Unemployment","286.40000000000003"
"La Réunion","Levels 3 - 4","Variance Analysis (Unemployment)","2.1334792122538295"
"La Réunion","Levels 5 - 8","Unemployment","97.8"
"La Réunion","Levels 5 - 8","Variance Analysis (Unemployment)","0.5902439024390241"
"Kentriki Makedonia","All Levels","Unemployment","250.7"
"Kentriki Makedonia","All Levels","Variance Analysis (Unemployment)","1.469950738916256"
"Kentriki Makedonia","Levels 0-2","Unemployment","281"
"Kentriki Makedonia","Levels 0-2","Variance Analysis (Unemployment)","0.5330060010911074"
"Kentriki Makedonia","Levels 3 - 4","Unemployment","278.70000000000005"
"Kentriki Makedonia","Levels 3 - 4","Variance Analysis (Unemployment)","2.049234135667396"
"Kentriki Makedonia","Levels 5 - 8","Unemployment","192.2"
"Kentriki Makedonia","Levels 5 - 8","Variance Analysis (Unemployment)","2.1252032520325197"
"Attiki","All Levels","Unemployment","233.20000000000002"
"Attiki","All Levels","Variance Analysis (Unemployment)","1.2975369458128077"
"Attiki","Levels 0-2","Unemployment","337.70000000000005"
"Attiki","Levels 0-2","Variance Analysis (Unemployment)","0.8423349699945446"
"Attiki","Levels 3 - 4","Unemployment","265.4"
"Attiki","Levels 3 - 4","Variance Analysis (Unemployment)","1.9037199124726474"
"Attiki","Levels 5 - 8","Unemployment","158.29999999999998"
"Attiki","Levels 5 - 8","Variance Analysis (Unemployment)","1.573983739837398"
"Voreia Ellada","All Levels","Unemployment","247.2"
"Voreia Ellada","All Levels","Variance Analysis (Unemployment)","1.435467980295566"
"Voreia Ellada","Levels 0-2","Unemployment","258.1"
"Voreia Ellada","Levels 0-2","Variance Analysis (Unemployment)","0.4080741953082379"
"Voreia Ellada","Levels 3 - 4","Unemployment","280.09999999999997"
"Voreia Ellada","Levels 3 - 4","Variance Analysis (Unemployment)","2.0645514223194743"
"Voreia Ellada","Levels 5 - 8","Unemployment","192.7"
"Voreia Ellada","Levels 5 - 8","Variance Analysis (Unemployment)","2.133333333333333"
"Mardin, Batman, Sirnak, Siirt","All Levels","Unemployment","251.40000000000006"
"Mardin, Batman, Sirnak, Siirt","All Levels","Variance Analysis (Unemployment)","1.4768472906403942"
"Mardin, Batman, Sirnak, Siirt","Levels 0-2","Unemployment","262.5"
"Mardin, Batman, Sirnak, Siirt","Levels 0-2","Variance Analysis (Unemployment)","0.43207855973813414"
"Mardin, Batman, Sirnak, Siirt","Levels 3 - 4","Unemployment","245.19999999999996"
"Mardin, Batman, Sirnak, Siirt","Levels 3 - 4","Variance Analysis (Unemployment)","1.6827133479212248"
"Mardin, Batman, Sirnak, Siirt","Levels 5 - 8","Unemployment","213.9"
"Mardin, Batman, Sirnak, Siirt","Levels 5 - 8","Variance Analysis (Unemployment)","2.478048780487805"
"Castilla-la Mancha","All Levels","Unemployment","254.79999999999995"
"Castilla-la Mancha","All Levels","Variance Analysis (Unemployment)","1.5103448275862061"
"Castilla-la Mancha","Levels 0-2","Unemployment","323.00000000000006"
"Castilla-la Mancha","Levels 0-2","Variance Analysis (Unemployment)","0.7621385706492092"
"Castilla-la Mancha","Levels 3 - 4","Unemployment","238.3"
"Castilla-la Mancha","Levels 3 - 4","Variance Analysis (Unemployment)","1.6072210065645514"
"Castilla-la Mancha","Levels 5 - 8","Unemployment","155.9"
"Castilla-la Mancha","Levels 5 - 8","Variance Analysis (Unemployment)","1.534959349593496"
"RUP FR - Régions ultrapériphériques françaises","All Levels","Unemployment","252.8"
"RUP FR - Régions ultrapériphériques françaises","All Levels","Variance Analysis (Unemployment)","1.4906403940886699"
"RUP FR - Régions ultrapériphériques françaises","Levels 0-2","Unemployment","355.5999999999999"
"RUP FR - Régions ultrapériphériques françaises","Levels 0-2","Variance Analysis (Unemployment)","0.9399890889252586"
"RUP FR - Régions ultrapériphériques françaises","Levels 3 - 4","Unemployment","256.9"
"RUP FR - Régions ultrapériphériques françaises","Levels 3 - 4","Variance Analysis (Unemployment)","1.8107221006564547"
"RUP FR - Régions ultrapériphériques françaises","Levels 5 - 8","Unemployment","93.4"
"RUP FR - Régions ultrapériphériques françaises","Levels 5 - 8","Variance Analysis (Unemployment)","0.5186991869918698"
"Guadeloupe","All Levels","Unemployment","249.99999999999997"
"Guadeloupe","All Levels","Variance Analysis (Unemployment)","1.4630541871921172"
"Guadeloupe","Levels 0-2","Unemployment","339.59999999999997"
"Guadeloupe","Levels 0-2","Variance Analysis (Unemployment)","0.8527004909983631"
"Guadeloupe","Levels 3 - 4","Unemployment","259.09999999999997"
"Guadeloupe","Levels 3 - 4","Variance Analysis (Unemployment)","1.8347921225382924"
"Guadeloupe","Levels 5 - 8","Unemployment","109.49999999999999"
"Guadeloupe","Levels 5 - 8","Variance Analysis (Unemployment)","0.7804878048780484"
"Sterea Ellada","All Levels","Unemployment","242"
"Sterea Ellada","All Levels","Variance Analysis (Unemployment)","1.3842364532019702"
"Sterea Ellada","Levels 0-2","Unemployment","221.3"
"Sterea Ellada","Levels 0-2","Variance Analysis (Unemployment)","0.2073104200763775"
"Sterea Ellada","Levels 3 - 4","Unemployment","263.6"
"Sterea Ellada","Levels 3 - 4","Variance Analysis (Unemployment)","1.8840262582056893"
"Sterea Ellada","Levels 5 - 8","Unemployment","231.20000000000002"
"Sterea Ellada","Levels 5 - 8","Variance Analysis (Unemployment)","2.759349593495935"
"Východné Slovensko","All Levels","Unemployment","161.29999999999998"
"Východné Slovensko","All Levels","Variance Analysis (Unemployment)","0.5891625615763543"
"Východné Slovensko","Levels 0-2","Unemployment","552.7"
"Východné Slovensko","Levels 0-2","Variance Analysis (Unemployment)","2.0152755046372066"
"Východné Slovensko","Levels 3 - 4","Unemployment","140.1"
"Východné Slovensko","Levels 3 - 4","Variance Analysis (Unemployment)","0.5328227571115972"
"Východné Slovensko","Levels 5 - 8","Unemployment","80.4"
"Východné Slovensko","Levels 5 - 8","Variance Analysis (Unemployment)","0.30731707317073165"
"Región de Murcia","All Levels","Unemployment","241.2"
"Región de Murcia","All Levels","Variance Analysis (Unemployment)","1.3763546798029553"
"Región de Murcia","Levels 0-2","Unemployment","303.2"
"Región de Murcia","Levels 0-2","Variance Analysis (Unemployment)","0.6541189307146752"
"Región de Murcia","Levels 3 - 4","Unemployment","248.9"
"Región de Murcia","Levels 3 - 4","Variance Analysis (Unemployment)","1.723194748358862"
"Región de Murcia","Levels 5 - 8","Unemployment","137.6"
"Región de Murcia","Levels 5 - 8","Variance Analysis (Unemployment)","1.2373983739837395"
"Comunitat Valenciana","All Levels","Unemployment","235.5"
"Comunitat Valenciana","All Levels","Variance Analysis (Unemployment)","1.320197044334975"
"Comunitat Valenciana","Levels 0-2","Unemployment","302.1"
"Comunitat Valenciana","Levels 0-2","Variance Analysis (Unemployment)","0.6481178396072014"
"Comunitat Valenciana","Levels 3 - 4","Unemployment","238.89999999999998"
"Comunitat Valenciana","Levels 3 - 4","Variance Analysis (Unemployment)","1.6137855579868705"
"Comunitat Valenciana","Levels 5 - 8","Unemployment","152.5"
"Comunitat Valenciana","Levels 5 - 8","Variance Analysis (Unemployment)","1.4796747967479673"
"Ipeiros","All Levels","Unemployment","234.20000000000002"
"Ipeiros","All Levels","Variance Analysis (Unemployment)","1.3073891625615761"
"Ipeiros","Levels 0-2","Unemployment","225.29999999999998"
"Ipeiros","Levels 0-2","Variance Analysis (Unemployment)","0.2291325695581013"
"Ipeiros","Levels 3 - 4","Unemployment","281.9"
"Ipeiros","Levels 3 - 4","Variance Analysis (Unemployment)","2.084245076586433"
"Ipeiros","Levels 5 - 8","Unemployment","185.79999999999998"
"Ipeiros","Levels 5 - 8","Variance Analysis (Unemployment)","2.0211382113821132"
"Greece","All Levels","Unemployment","232.00000000000003"
"Greece","All Levels","Variance Analysis (Unemployment)","1.2857142857142856"
"Greece","Levels 0-2","Unemployment","254.6"
"Greece","Levels 0-2","Variance Analysis (Unemployment)","0.3889798145117293"
"Greece","Levels 3 - 4","Unemployment","261.7"
"Greece","Levels 3 - 4","Variance Analysis (Unemployment)","1.8632385120350106"
"Greece","Levels 5 - 8","Unemployment","175.9"
"Greece","Levels 5 - 8","Variance Analysis (Unemployment)","1.8601626016260162"
"Thessalia","All Levels","Unemployment","230.1"
"Thessalia","All Levels","Variance Analysis (Unemployment)","1.2669950738916251"
"Thessalia","Levels 0-2","Unemployment","222.2"
"Thessalia","Levels 0-2","Variance Analysis (Unemployment)","0.2122204037097653"
"Thessalia","Levels 3 - 4","Unemployment","257.20000000000005"
"Thessalia","Levels 3 - 4","Variance Analysis (Unemployment)","1.8140043763676152"
"Thessalia","Levels 5 - 8","Unemployment","202.7"
"Thessalia","Levels 5 - 8","Variance Analysis (Unemployment)","2.295934959349593"
"Kentriki Ellada","All Levels","Unemployment","228.10000000000002"
"Kentriki Ellada","All Levels","Variance Analysis (Unemployment)","1.2472906403940887"
"Kentriki Ellada","Levels 0-2","Unemployment","213.2"
"Kentriki Ellada","Levels 0-2","Variance Analysis (Unemployment)","0.1631205673758864"
"Kentriki Ellada","Levels 3 - 4","Unemployment","256"
"Kentriki Ellada","Levels 3 - 4","Variance Analysis (Unemployment)","1.8008752735229756"
"Kentriki Ellada","Levels 5 - 8","Unemployment","204.2"
"Kentriki Ellada","Levels 5 - 8","Variance Analysis (Unemployment)","2.320325203252032"
"Centro (ES)","All Levels","Unemployment","229.49999999999997"
"Centro (ES)","All Levels","Variance Analysis (Unemployment)","1.2610837438423639"
"Centro (ES)","Levels 0-2","Unemployment","302.99999999999994"
"Centro (ES)","Levels 0-2","Variance Analysis (Unemployment)","0.6530278232405888"
"Centro (ES)","Levels 3 - 4","Unemployment","210.39999999999998"
"Centro (ES)","Levels 3 - 4","Variance Analysis (Unemployment)","1.3019693654266957"
"Centro (ES)","Levels 5 - 8","Unemployment","142.4"
"Centro (ES)","Levels 5 - 8","Variance Analysis (Unemployment)","1.3154471544715447"
"Spain","All Levels","Unemployment","220.50000000000003"
"Spain","All Levels","Variance Analysis (Unemployment)","1.1724137931034482"
"Spain","Levels 0-2","Unemployment","306.9"
"Spain","Levels 0-2","Variance Analysis (Unemployment)","0.6743044189852698"
"Spain","Levels 3 - 4","Unemployment","218.7"
"Spain","Levels 3 - 4","Variance Analysis (Unemployment)","1.3927789934354482"
"Spain","Levels 5 - 8","Unemployment","132"
"Spain","Levels 5 - 8","Variance Analysis (Unemployment)","1.146341463414634"
"Anatoliki Makedonia, Thraki","All Levels","Unemployment","223.89999999999998"
"Anatoliki Makedonia, Thraki","All Levels","Variance Analysis (Unemployment)","1.2059113300492605"
"Anatoliki Makedonia, Thraki","Levels 0-2","Unemployment","222.29999999999998"
"Anatoliki Makedonia, Thraki","Levels 0-2","Variance Analysis (Unemployment)","0.21276595744680832"
"Anatoliki Makedonia, Thraki","Levels 3 - 4","Unemployment","258.2"
"Anatoliki Makedonia, Thraki","Levels 3 - 4","Variance Analysis (Unemployment)","1.8249452954048138"
"Anatoliki Makedonia, Thraki","Levels 5 - 8","Unemployment","173.3"
"Anatoliki Makedonia, Thraki","Levels 5 - 8","Variance Analysis (Unemployment)","1.8178861788617886"
"Calabria","All Levels","Unemployment","220.29999999999998"
"Calabria","All Levels","Variance Analysis (Unemployment)","1.1704433497536941"
"Calabria","Levels 0-2","Unemployment","259.7"
"Calabria","Levels 0-2","Variance Analysis (Unemployment)","0.4168030551009273"
"Calabria","Levels 3 - 4","Unemployment","215.8"
"Calabria","Levels 3 - 4","Variance Analysis (Unemployment)","1.361050328227571"
"Calabria","Levels 5 - 8","Unemployment","154.2"
"Calabria","Levels 5 - 8","Variance Analysis (Unemployment)","1.5073170731707313"
"Voreio Aigaio","All Levels","Unemployment","206"
"Voreio Aigaio","All Levels","Variance Analysis (Unemployment)","1.0295566502463052"
"Voreio Aigaio","Levels 0-2","Unemployment","236.49999999999997"
"Voreio Aigaio","Levels 0-2","Variance Analysis (Unemployment)","0.2902345881069283"
"Voreio Aigaio","Levels 3 - 4","Unemployment","206.4"
"Voreio Aigaio","Levels 3 - 4","Variance Analysis (Unemployment)","1.2582056892778992"
"Voreio Aigaio","Levels 5 - 8","Unemployment","171.2"
"Voreio Aigaio","Levels 5 - 8","Variance Analysis (Unemployment)","1.7837398373983735"
"Kriti","All Levels","Unemployment","206.20000000000005"
"Kriti","All Levels","Variance Analysis (Unemployment)","1.0315270935960592"
"Kriti","Levels 0-2","Unemployment","200.90000000000003"
"Kriti","Levels 0-2","Variance Analysis (Unemployment)","0.0960174577195855"
"Kriti","Levels 3 - 4","Unemployment","229.89999999999998"
"Kriti","Levels 3 - 4","Variance Analysis (Unemployment)","1.5153172866520783"
"Kriti","Levels 5 - 8","Unemployment","172.9"
"Kriti","Levels 5 - 8","Variance Analysis (Unemployment)","1.8113821138211381"
"Este (ES)","All Levels","Unemployment","203.69999999999996"
"Este (ES)","All Levels","Variance Analysis (Unemployment)","1.0068965517241373"
"Este (ES)","Levels 0-2","Unemployment","276.49999999999994"
"Este (ES)","Levels 0-2","Variance Analysis (Unemployment)","0.5084560829241677"
"Este (ES)","Levels 3 - 4","Unemployment","207.4"
"Este (ES)","Levels 3 - 4","Variance Analysis (Unemployment)","1.2691466083150984"
"Este (ES)","Levels 5 - 8","Unemployment","122.3"
"Este (ES)","Levels 5 - 8","Variance Analysis (Unemployment)","0.9886178861788615"
"Sicilia","All Levels","Unemployment","214.9"
"Sicilia","All Levels","Variance Analysis (Unemployment)","1.1172413793103446"
"Sicilia","Levels 0-2","Unemployment","271.90000000000003"
"Sicilia","Levels 0-2","Variance Analysis (Unemployment)","0.48336061102018557"
"Sicilia","Levels 3 - 4","Unemployment","201.9"
"Sicilia","Levels 3 - 4","Variance Analysis (Unemployment)","1.2089715536105032"
"Sicilia","Levels 5 - 8","Unemployment","116.3"
"Sicilia","Levels 5 - 8","Variance Analysis (Unemployment)","0.8910569105691054"
"Campania","All Levels","Unemployment","211.50000000000003"
"Campania","All Levels","Variance Analysis (Unemployment)","1.083743842364532"
"Campania","Levels 0-2","Unemployment","271.29999999999995"
"Campania","Levels 0-2","Variance Analysis (Unemployment)","0.48008728859792654"
"Campania","Levels 3 - 4","Unemployment","199.99999999999997"
"Campania","Levels 3 - 4","Variance Analysis (Unemployment)","1.1881838074398245"
"Campania","Levels 5 - 8","Unemployment","113.39999999999999"
"Campania","Levels 5 - 8","Variance Analysis (Unemployment)","0.8439024390243898"
"Principado de Asturias","All Levels","Unemployment","193.00000000000003"
"Principado de Asturias","All Levels","Variance Analysis (Unemployment)","0.9014778325123153"
"Principado de Asturias","Levels 0-2","Unemployment","265.5"
"Principado de Asturias","Levels 0-2","Variance Analysis (Unemployment)","0.448445171849427"
"Principado de Asturias","Levels 3 - 4","Unemployment","194.89999999999995"
"Principado de Asturias","Levels 3 - 4","Variance Analysis (Unemployment)","1.1323851203501087"
"Principado de Asturias","Levels 5 - 8","Unemployment","141.3"
"Principado de Asturias","Levels 5 - 8","Variance Analysis (Unemployment)","1.2975609756097561"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","All Levels","Unemployment","176.3"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","All Levels","Variance Analysis (Unemployment)","0.7369458128078815"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 0-2","Unemployment","315.7"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 0-2","Variance Analysis (Unemployment)","0.7223131478450626"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 3 - 4","Unemployment","206.60000000000002"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 3 - 4","Variance Analysis (Unemployment)","1.2603938730853392"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 5 - 8","Unemployment","93.2"
"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Levels 5 - 8","Variance Analysis (Unemployment)","0.5154471544715445"
"Guyane","All Levels","Unemployment","229.10000000000002"
"Guyane","All Levels","Variance Analysis (Unemployment)","1.2571428571428571"
"Guyane","Levels 0-2","Unemployment","361.8"
"Guyane","Levels 0-2","Variance Analysis (Unemployment)","0.9738134206219313"
"Guyane","Levels 3 - 4","Unemployment","196.4"
"Guyane","Levels 3 - 4","Variance Analysis (Unemployment)","1.148796498905908"
"Guyane","Levels 5 - 8","Unemployment",
"Guyane","Levels 5 - 8","Variance Analysis (Unemployment)","1"
"Martinique","All Levels","Unemployment","203.20000000000002"
"Martinique","All Levels","Variance Analysis (Unemployment)","1.0019704433497536"
"Martinique","Levels 0-2","Unemployment","273.30000000000007"
"Martinique","Levels 0-2","Variance Analysis (Unemployment)","0.4909983633387892"
"Martinique","Levels 3 - 4","Unemployment","219.7"
"Martinique","Levels 3 - 4","Variance Analysis (Unemployment)","1.4037199124726474"
"Martinique","Levels 5 - 8","Unemployment","88.69999999999999"
"Martinique","Levels 5 - 8","Variance Analysis (Unemployment)","0.4422764227642273"
"Nisia Aigaiou, Kriti","All Levels","Unemployment","199.30000000000004"
"Nisia Aigaiou, Kriti","All Levels","Variance Analysis (Unemployment)","0.9635467980295567"
"Nisia Aigaiou, Kriti","Levels 0-2","Unemployment","205.3"
"Nisia Aigaiou, Kriti","Levels 0-2","Variance Analysis (Unemployment)","0.12002182214948172"
"Nisia Aigaiou, Kriti","Levels 3 - 4","Unemployment","217.89999999999998"
"Nisia Aigaiou, Kriti","Levels 3 - 4","Variance Analysis (Unemployment)","1.3840262582056888"
"Nisia Aigaiou, Kriti","Levels 5 - 8","Unemployment","158.1"
"Nisia Aigaiou, Kriti","Levels 5 - 8","Variance Analysis (Unemployment)","1.5707317073170728"
"Isole","All Levels","Unemployment","203.69999999999996"
"Isole","All Levels","Variance Analysis (Unemployment)","1.0068965517241373"
"Isole","Levels 0-2","Unemployment","253.50000000000003"
"Isole","Levels 0-2","Variance Analysis (Unemployment)","0.3829787234042554"
"Isole","Levels 3 - 4","Unemployment","192.49999999999997"
"Isole","Levels 3 - 4","Variance Analysis (Unemployment)","1.106126914660831"
"Isole","Levels 5 - 8","Unemployment","111.99999999999999"
"Isole","Levels 5 - 8","Variance Analysis (Unemployment)","0.8211382113821134"
"Cataluña","All Levels","Unemployment","185.6"
"Cataluña","All Levels","Variance Analysis (Unemployment)","0.8285714285714283"
"Cataluña","Levels 0-2","Unemployment","265"
"Cataluña","Levels 0-2","Variance Analysis (Unemployment)","0.44571740316421166"
"Cataluña","Levels 3 - 4","Unemployment","189.7"
"Cataluña","Levels 3 - 4","Variance Analysis (Unemployment)","1.0754923413566737"
"Cataluña","Levels 5 - 8","Unemployment","106.8"
"Cataluña","Levels 5 - 8","Variance Analysis (Unemployment)","0.7365853658536582"
"Noroeste (ES)","All Levels","Unemployment","184.9"
"Noroeste (ES)","All Levels","Variance Analysis (Unemployment)","0.8216748768472903"
"Noroeste (ES)","Levels 0-2","Unemployment","242"
"Noroeste (ES)","Levels 0-2","Variance Analysis (Unemployment)","0.32024004364429887"
"Noroeste (ES)","Levels 3 - 4","Unemployment","184.8"
"Noroeste (ES)","Levels 3 - 4","Variance Analysis (Unemployment)","1.0218818380743981"
"Noroeste (ES)","Levels 5 - 8","Unemployment","133"
"Noroeste (ES)","Levels 5 - 8","Variance Analysis (Unemployment)","1.16260162601626"
"Galicia","All Levels","Unemployment","186.3"
"Galicia","All Levels","Variance Analysis (Unemployment)","0.8354679802955665"
"Galicia","Levels 0-2","Unemployment","237.40000000000003"
"Galicia","Levels 0-2","Variance Analysis (Unemployment)","0.29514457174031655"
"Galicia","Levels 3 - 4","Unemployment","185.2"
"Galicia","Levels 3 - 4","Variance Analysis (Unemployment)","1.0262582056892777"
"Galicia","Levels 5 - 8","Unemployment","132.79999999999998"
"Galicia","Levels 5 - 8","Variance Analysis (Unemployment)","1.1593495934959346"
"Comunidad de Madrid","All Levels","Unemployment","171.00000000000003"
"Comunidad de Madrid","All Levels","Variance Analysis (Unemployment)","0.6847290640394089"
"Comunidad de Madrid","Levels 0-2","Unemployment","262.1"
"Comunidad de Madrid","Levels 0-2","Variance Analysis (Unemployment)","0.42989634478996186"
"Comunidad de Madrid","Levels 3 - 4","Unemployment","198.00000000000003"
"Comunidad de Madrid","Levels 3 - 4","Variance Analysis (Unemployment)","1.1663019693654268"
"Comunidad de Madrid","Levels 5 - 8","Unemployment","105.4"
"Comunidad de Madrid","Levels 5 - 8","Variance Analysis (Unemployment)","0.713821138211382"
"Illes Balears","All Levels","Unemployment","190.5"
"Illes Balears","All Levels","Variance Analysis (Unemployment)","0.8768472906403937"
"Illes Balears","Levels 0-2","Unemployment","244.20000000000002"
"Illes Balears","Levels 0-2","Variance Analysis (Unemployment)","0.3322422258592471"
"Illes Balears","Levels 3 - 4","Unemployment","191.70000000000002"
"Illes Balears","Levels 3 - 4","Variance Analysis (Unemployment)","1.0973741794310723"
"Illes Balears","Levels 5 - 8","Unemployment","109.49999999999999"
"Illes Balears","Levels 5 - 8","Variance Analysis (Unemployment)","0.7804878048780484"
"Peloponnisos","All Levels","Unemployment","184.20000000000002"
"Peloponnisos","All Levels","Variance Analysis (Unemployment)","0.8147783251231526"
"Peloponnisos","Levels 0-2","Unemployment","162.89999999999998"
"Peloponnisos","Levels 0-2","Variance Analysis (Unemployment)","0.11129296235679233"
"Peloponnisos","Levels 3 - 4","Unemployment","208.89999999999998"
"Peloponnisos","Levels 3 - 4","Variance Analysis (Unemployment)","1.2855579868708968"
"Peloponnisos","Levels 5 - 8","Unemployment","172"
"Peloponnisos","Levels 5 - 8","Variance Analysis (Unemployment)","1.7967479674796747"
"Sud","All Levels","Unemployment","190.8"
